learned_per_gen,power_fit,polynomial_fit
4,3.8531267653213637,-145.40281491384272
14,1.994495289467029,84.84449707161556
33,,-8.285783812801009
61,,0.6064501402639938
94,,-0.009679824671117226
136,,
189,,
247,,
314,,
383,,
467,,
559,,
655,,
758,,
866,,
984,,
1113,,
1247,,
1391,,
1543,,
1701,,
1873,,
2046,,
2232,,
2425,,
2625,,
2831,,
3046,,
3272,,
3497,,
3737,,
3982,,
4051,,
4081,,
4094,,
4096,,
