learned_per_gen,power_fit,polynomial_fit
4,4.710706100857237,-102.29561056793061
19,2.2901528246274827,94.34884410021962
52,,-18.618533291016377
121,,2.863933206381729
204,,-0.0823569705148654
316,,
460,,
626,,
804,,
1036,,
1291,,
1565,,
1858,,
2195,,
2588,,
2988,,
3380,,
3724,,
3936,,
4032,,
4081,,
4095,,
4096,,
