learned_per_gen,power_fit,polynomial_fit
4,2.7334060055352993,-125.70466012571323
10,2.042409973511228,69.04880726267015
21,,-6.711672084727922
42,,0.4807013617653389
66,,-0.007223565557147683
99,,
137,,
180,,
233,,
296,,
365,,
441,,
518,,
610,,
699,,
800,,
910,,
1027,,
1147,,
1269,,
1405,,
1554,,
1717,,
1876,,
2058,,
2232,,
2411,,
2594,,
2791,,
2994,,
3210,,
3432,,
3647,,
3803,,
3910,,
3986,,
4038,,
4082,,
4096,,
