learned_per_gen,power_fit,polynomial_fit
4,2.45739294191799,-0.028882994399582893
8,1.8526542194881679,4.396830308717557
15,,-0.15435516294721924
26,,0.1907892645231519
39,,-0.005123178874242152
56,,
77,,
107,,
135,,
171,,
214,,
258,,
304,,
353,,
406,,
464,,
526,,
593,,
658,,
736,,
816,,
883,,
932,,
967,,
988,,
1006,,
1012,,
1018,,
1022,,
1024,,
