learned_per_gen,power_fit,polynomial_fit
4,3.781365967174811,113.95225755890507
12,2.1301677137134187,-61.73857957380095
33,,9.875554346475859
64,,0.16134099880337674
109,,-0.009016265295709806
160,,
246,,
330,,
429,,
551,,
703,,
851,,
1033,,
1224,,
1433,,
1678,,
1897,,
2146,,
2431,,
2714,,
2974,,
3225,,
3482,,
3672,,
3822,,
3924,,
3991,,
4038,,
4067,,
4084,,
4090,,
4095,,
4096,,
