learned_per_gen,power_fit,polynomial_fit
4,3.45316514532051,-129.81581572022574
12,2.022035687212636,75.57065399083565
31,,-7.381023154871821
54,,0.5658290390295027
87,,-0.009059724181628193
127,,
174,,
231,,
294,,
365,,
443,,
526,,
622,,
728,,
838,,
956,,
1082,,
1217,,
1359,,
1512,,
1672,,
1840,,
2012,,
2193,,
2388,,
2582,,
2790,,
2999,,
3218,,
3451,,
3691,,
3938,,
4021,,
4063,,
4090,,
4096,,
