learned_per_gen,power_fit,polynomial_fit
4,4.022401826651236,-49.60212418300945
16,1.9730191825329704,50.37112872794151
34,,-9.820057189542784
60,,1.3336258612961611
94,,-0.04200968664978004
139,,
190,,
249,,
313,,
387,,
470,,
561,,
658,,
762,,
873,,
990,,
1020,,
1024,,
