learned_per_gen,power_fit,polynomial_fit
4,4.059661961442935,4.503640524234768
13,1.8770917891438617,1.8755690152715596
28,,1.1775638358590441
53,,0.3352597440698115
83,,-0.013437801710112895
122,,
161,,
217,,
270,,
336,,
403,,
481,,
561,,
654,,
758,,
865,,
938,,
983,,
1008,,
1016,,
1020,,
1021,,
1024,,
