learned_per_gen,power_fit
0.00390625,9.63045924945047e-5
0.00390625,2.0740551986760343
0.0048828125,
0.0068359375,
0.0087890625,
0.0087890625,
0.009765625,
0.0107421875,
0.01171875,
0.013671875,
0.0166015625,
0.01953125,
0.021484375,
0.025390625,
0.03125,
0.03515625,
0.0419921875,
0.0458984375,
0.05078125,
0.052734375,
0.0576171875,
0.0625,
0.0673828125,
0.0712890625,
0.080078125,
0.08203125,
0.0869140625,
0.0927734375,
0.1025390625,
0.1083984375,
0.1162109375,
0.125,
0.130859375,
0.142578125,
0.150390625,
0.1572265625,
0.16796875,
0.17578125,
0.1845703125,
0.197265625,
0.212890625,
0.2216796875,
0.234375,
0.248046875,
0.26171875,
0.2763671875,
0.28515625,
0.30078125,
0.3095703125,
0.326171875,
0.349609375,
0.3642578125,
0.3857421875,
0.404296875,
0.4228515625,
0.435546875,
0.4482421875,
0.466796875,
0.478515625,
0.4931640625,
0.51171875,
0.529296875,
0.5419921875,
0.5595703125,
0.578125,
0.595703125,
0.609375,
0.6328125,
0.658203125,
0.6748046875,
0.689453125,
0.712890625,
0.7392578125,
0.765625,
0.78125,
0.79296875,
0.8115234375,
0.826171875,
0.8515625,
0.8681640625,
0.8837890625,
0.9013671875,
0.9130859375,
0.93359375,
0.9423828125,
0.951171875,
0.9619140625,
0.9697265625,
0.978515625,
0.9833984375,
0.9853515625,
0.9892578125,
0.9892578125,
0.9931640625,
0.994140625,
0.99609375,
0.998046875,
0.998046875,
1.0,
