learned_per_gen,power_fit,polynomial_fit
4,3.4513318905395693,-77.57527441361611
14,1.9614003635590138,48.55901096095838
25,,-4.428987293992652
48,,0.3977609486026398
75,,-0.006277007540582515
106,,
148,,
192,,
243,,
306,,
373,,
449,,
524,,
617,,
705,,
808,,
920,,
1043,,
1169,,
1289,,
1443,,
1586,,
1743,,
1902,,
2079,,
2262,,
2450,,
2642,,
2848,,
3059,,
3268,,
3495,,
3666,,
3798,,
3881,,
3948,,
4008,,
4044,,
4066,,
4082,,
4091,,
4093,,
4096,,
