learned_per_gen,power_fit,polynomial_fit
4,2.322863871567677,-13.705177325866583
8,1.8469890964339903,14.848688418090028
15,,-2.072589004245086
26,,0.27892118364920393
36,,-0.0062891344298790525
51,,
71,,
93,,
123,,
149,,
182,,
220,,
262,,
306,,
364,,
412,,
478,,
537,,
604,,
679,,
752,,
828,,
887,,
929,,
963,,
989,,
1008,,
1016,,
1022,,
1024,,
