learned_per_gen,power_fit
0.00043402777777777775,1.7569703493167187e-5
0.0008680555555555555,2.2740115292908016
0.0013020833333333333,
0.0016276041666666667,
0.001736111111111111,
0.002170138888888889,
0.002712673611111111,
0.003689236111111111,
0.004448784722222222,
0.005316840277777778,
0.005642361111111111,
0.006618923611111111,
0.007595486111111111,
0.008572048611111112,
0.009765625,
0.011610243055555556,
0.013129340277777778,
0.014431423611111112,
0.015733506944444444,
0.017903645833333332,
0.020182291666666668,
0.021918402777777776,
0.023871527777777776,
0.0263671875,
0.028211805555555556,
0.030490451388888888,
0.03200954861111111,
0.03428819444444445,
0.037543402777777776,
0.040364583333333336,
0.043294270833333336,
0.046549479166666664,
0.049153645833333336,
0.05295138888888889,
0.05685763888888889,
0.059244791666666664,
0.06260850694444445,
0.06727430555555555,
0.07096354166666667,
0.07465277777777778,
0.07823350694444445,
0.0822482638888889,
0.08745659722222222,
0.09244791666666667,
0.09711371527777778,
0.10221354166666667,
0.10687934027777778,
0.11219618055555555,
0.1174045138888889,
0.12250434027777778,
0.1273871527777778,
0.13270399305555555,
0.13834635416666666,
0.14518229166666666,
0.15342881944444445,
0.1613498263888889,
0.1681857638888889,
0.17686631944444445,
0.1857638888888889,
0.1937934027777778,
0.2029079861111111,
0.21256510416666666,
0.22178819444444445,
0.2300347222222222,
0.23860677083333334,
0.2451171875,
0.2542317708333333,
0.2621527777777778,
0.2721354166666667,
0.2805989583333333,
0.2896050347222222,
0.2996961805555556,
0.3091362847222222,
0.3184678819444444,
0.3299696180555556,
0.3394097222222222,
0.3487413194444444,
0.3561197916666667,
0.3649088541666667,
0.3759765625,
0.3870442708333333,
0.3961588541666667,
0.4054904513888889,
0.4166666666666667,
0.427734375,
0.4390190972222222,
0.4507378472222222,
0.4638671875,
0.4755859375,
0.4876302083333333,
0.5006510416666666,
0.5120442708333334,
0.5247395833333334,
0.5360243055555556,
0.5478515625,
0.5603298611111112,
0.5724826388888888,
0.5834418402777778,
0.5954861111111112,
0.6066623263888888,
0.6196831597222222,
0.630859375,
0.6401909722222222,
0.6511501736111112,
0.6620008680555556,
0.671875,
0.6828342013888888,
0.6969401041666666,
0.7085503472222222,
0.7192925347222222,
0.732421875,
0.7430555555555556,
0.7544487847222222,
0.7661675347222222,
0.7774522569444444,
0.7897135416666666,
0.8009982638888888,
0.8111979166666666,
0.8213975694444444,
0.8307291666666666,
0.8397352430555556,
0.8500434027777778,
0.8600260416666666,
0.8690321180555556,
0.8786892361111112,
0.8879123263888888,
0.8961588541666666,
0.9046223958333334,
0.9103732638888888,
0.9172092013888888,
0.923828125,
0.9299045138888888,
0.9365234375,
0.943359375,
0.9481336805555556,
0.953125,
0.9580078125,
0.9627821180555556,
0.9666883680555556,
0.9695095486111112,
0.97265625,
0.9753689236111112,
0.9781901041666666,
0.9801432291666666,
0.9816623263888888,
0.9839409722222222,
0.9854600694444444,
0.9865451388888888,
0.9879557291666666,
0.9895833333333334,
0.9907769097222222,
0.9915364583333334,
0.9924045138888888,
0.9939236111111112,
0.9947916666666666,
0.9957682291666666,
0.9966362847222222,
0.9969618055555556,
0.9972873263888888,
0.9975043402777778,
0.9977213541666666,
0.9979383680555556,
0.9983723958333334,
0.9985894097222222,
0.9985894097222222,
0.9986979166666666,
0.9988064236111112,
0.9988064236111112,
0.9988064236111112,
0.9989149305555556,
0.9990234375,
0.9991319444444444,
0.9991319444444444,
0.9992404513888888,
0.9992404513888888,
0.9992404513888888,
0.9992404513888888,
0.9993489583333334,
0.9995659722222222,
0.9996744791666666,
0.9996744791666666,
0.9996744791666666,
0.9997829861111112,
0.9997829861111112,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
0.9998914930555556,
1.0,
