learned_per_gen,power_fit,polynomial_fit
4,3.8364053973459673,4.961538461534841
14,2.085414143659438,1.615774919956636
34,,-0.2662935619596141
69,,1.0278505464264287
109,,-0.047848694133524626
163,,
234,,
316,,
430,,
553,,
661,,
776,,
882,,
962,,
1005,,
1017,,
1024,,
