seat_config,class_size,rho0,delta_lambda,trial,status,completed_at
inner_corner,32,1.0,0.3,6,done,2026-07-24T00:32:16.014
inner_corner,32,1.0,0.4,6,done,2026-07-24T00:32:16.072
inner_corner,48,1.0,0.0,6,done,2026-07-24T00:32:16.912
inner_corner,48,1.0,0.1,6,done,2026-07-24T00:32:17.671
inner_corner,48,1.0,0.2,6,done,2026-07-24T00:32:18.299
inner_corner,48,1.0,0.3,6,done,2026-07-24T00:32:19.028
inner_corner,48,1.0,0.4,6,done,2026-07-24T00:32:19.836
inner_corner,64,1.0,0.0,6,done,2026-07-24T00:32:21.262
inner_corner,64,1.0,0.1,6,done,2026-07-24T00:32:23.348
inner_corner,64,1.0,0.2,6,done,2026-07-24T00:32:26.182
inner_corner,64,1.0,0.3,6,done,2026-07-24T00:32:28.404
inner_corner,64,1.0,0.4,6,done,2026-07-24T00:32:31.462
inner_corner,96,1.0,0.0,6,done,2026-07-24T00:32:43.035
inner_corner,96,1.0,0.1,6,done,2026-07-24T00:32:58.174
inner_corner,96,1.0,0.2,6,done,2026-07-24T00:33:06.737
inner_corner,96,1.0,0.3,6,done,2026-07-24T00:33:17.184
inner_corner,96,1.0,0.4,6,done,2026-07-24T00:33:26.441
inner_corner,128,1.0,0.0,6,done,2026-07-24T00:33:54.336
inner_corner,128,1.0,0.1,6,done,2026-07-24T00:34:12.033
inner_corner,128,1.0,0.2,6,done,2026-07-24T00:34:25.357
inner_corner,128,1.0,0.3,6,done,2026-07-24T00:34:34.905
inner_corner,128,1.0,0.4,6,done,2026-07-24T00:34:45.584
center,32,0.1,0.0,6,done,2026-07-24T00:34:45.635
center,32,0.1,0.1,6,done,2026-07-24T00:34:45.684
center,32,0.1,0.2,6,done,2026-07-24T00:34:45.726
center,32,0.1,0.3,6,done,2026-07-24T00:34:45.772
center,32,0.1,0.4,6,done,2026-07-24T00:34:45.821
center,48,0.1,0.0,6,done,2026-07-24T00:34:47.069
center,48,0.1,0.1,6,done,2026-07-24T00:34:47.837
center,48,0.1,0.2,6,done,2026-07-24T00:34:48.508
center,48,0.1,0.3,6,done,2026-07-24T00:34:49.211
center,48,0.1,0.4,6,done,2026-07-24T00:34:50.316
center,64,0.1,0.0,6,done,2026-07-24T00:34:52.876
center,64,0.1,0.1,6,done,2026-07-24T00:34:56.740
center,64,0.1,0.2,6,done,2026-07-24T00:35:01.596
center,64,0.1,0.3,6,done,2026-07-24T00:35:04.415
center,64,0.1,0.4,6,done,2026-07-24T00:35:08.206
center,96,0.1,0.0,6,done,2026-07-24T00:35:26.928
center,96,0.1,0.1,6,done,2026-07-24T00:35:42.391
center,96,0.1,0.2,6,done,2026-07-24T00:35:52.158
center,96,0.1,0.3,6,done,2026-07-24T00:36:12.375
center,96,0.1,0.4,6,done,2026-07-24T00:36:30.074
center,128,0.1,0.0,6,done,2026-07-24T00:36:47.261
center,128,0.1,0.1,6,done,2026-07-24T00:37:03.595
center,128,0.1,0.2,6,done,2026-07-24T00:37:27.096
center,128,0.1,0.3,6,done,2026-07-24T00:37:48.955
center,128,0.1,0.4,6,done,2026-07-24T00:38:17.985
center,32,0.2,0.0,6,done,2026-07-24T00:38:18.041
center,32,0.2,0.1,6,done,2026-07-24T00:38:18.068
center,32,0.2,0.2,6,done,2026-07-24T00:38:18.119
center,32,0.2,0.3,6,done,2026-07-24T00:38:18.156
center,32,0.2,0.4,6,done,2026-07-24T00:38:18.198
center,48,0.2,0.0,6,done,2026-07-24T00:38:19.231
center,48,0.2,0.1,6,done,2026-07-24T00:38:20.096
center,48,0.2,0.2,6,done,2026-07-24T00:38:21.377
center,48,0.2,0.3,6,done,2026-07-24T00:38:22.689
center,48,0.2,0.4,6,done,2026-07-24T00:38:23.932
center,64,0.2,0.0,6,done,2026-07-24T00:38:26.511
center,64,0.2,0.1,6,done,2026-07-24T00:38:29.203
center,64,0.2,0.2,6,done,2026-07-24T00:38:30.573
center,64,0.2,0.3,6,done,2026-07-24T00:38:31.742
center,64,0.2,0.4,6,done,2026-07-24T00:38:34.049
center,96,0.2,0.0,6,done,2026-07-24T00:38:47.861
center,96,0.2,0.1,6,done,2026-07-24T00:39:00.728
center,96,0.2,0.2,6,done,2026-07-24T00:39:09.214
center,96,0.2,0.3,6,done,2026-07-24T00:39:18.164
center,96,0.2,0.4,6,done,2026-07-24T00:39:27.888
center,128,0.2,0.0,6,done,2026-07-24T00:39:49.064
center,128,0.2,0.1,6,done,2026-07-24T00:40:02.757
center,128,0.2,0.2,6,done,2026-07-24T00:40:17.169
center,128,0.2,0.3,6,done,2026-07-24T00:40:27.675
center,128,0.2,0.4,6,done,2026-07-24T00:40:44.895
center,32,0.3,0.0,6,done,2026-07-24T00:40:44.939
center,32,0.3,0.1,6,done,2026-07-24T00:40:44.996
center,32,0.3,0.2,6,done,2026-07-24T00:40:45.041
center,32,0.3,0.3,6,done,2026-07-24T00:40:45.096
center,32,0.3,0.4,6,done,2026-07-24T00:40:45.146
center,48,0.3,0.0,6,done,2026-07-24T00:40:47.037
center,48,0.3,0.1,6,done,2026-07-24T00:40:48.062
center,48,0.3,0.2,6,done,2026-07-24T00:40:49.080
center,48,0.3,0.3,6,done,2026-07-24T00:40:50.115
center,48,0.3,0.4,6,done,2026-07-24T00:40:51.392
center,64,0.3,0.0,6,done,2026-07-24T00:40:54.904
center,64,0.3,0.1,6,done,2026-07-24T00:40:56.966
center,64,0.3,0.2,6,done,2026-07-24T00:40:59.719
center,64,0.3,0.3,6,done,2026-07-24T00:41:03.312
center,64,0.3,0.4,6,done,2026-07-24T00:41:06.687
center,96,0.3,0.0,6,done,2026-07-24T00:41:22.448
center,96,0.3,0.1,6,done,2026-07-24T00:41:38.608
center,96,0.3,0.2,6,done,2026-07-24T00:41:49.651
center,96,0.3,0.3,6,done,2026-07-24T00:41:58.707
center,96,0.3,0.4,6,done,2026-07-24T00:42:08.629
center,128,0.3,0.0,6,done,2026-07-24T00:42:32.547
center,128,0.3,0.1,6,done,2026-07-24T00:42:43.894
center,128,0.3,0.2,6,done,2026-07-24T00:42:59.082
center,128,0.3,0.3,6,done,2026-07-24T00:43:10.725
center,128,0.3,0.4,6,done,2026-07-24T00:43:26.465
center,32,0.4,0.0,6,done,2026-07-24T00:43:26.501
center,32,0.4,0.1,6,done,2026-07-24T00:43:26.526
center,32,0.4,0.2,6,done,2026-07-24T00:43:26.562
center,32,0.4,0.3,6,done,2026-07-24T00:43:26.609
center,32,0.4,0.4,6,done,2026-07-24T00:43:26.633
center,48,0.4,0.0,6,done,2026-07-24T00:43:28.095
center,48,0.4,0.1,6,done,2026-07-24T00:43:29.742
center,48,0.4,0.2,6,done,2026-07-24T00:43:30.450
center,48,0.4,0.3,6,done,2026-07-24T00:43:31.720
center,48,0.4,0.4,6,done,2026-07-24T00:43:32.906
center,64,0.4,0.0,6,done,2026-07-24T00:43:35.337
center,64,0.4,0.1,6,done,2026-07-24T00:43:37.606
center,64,0.4,0.2,6,done,2026-07-24T00:43:40.054
center,64,0.4,0.3,6,done,2026-07-24T00:43:42.922
center,64,0.4,0.4,6,done,2026-07-24T00:43:45.656
center,96,0.4,0.0,6,done,2026-07-24T00:44:00.026
center,96,0.4,0.1,6,done,2026-07-24T00:44:15.329
center,96,0.4,0.2,6,done,2026-07-24T00:44:26.906
center,96,0.4,0.3,6,done,2026-07-24T04:00:04.707
center,96,0.4,0.4,6,done,2026-07-24T04:00:29.734
center,128,0.4,0.0,6,done,2026-07-24T04:01:07.780
center,128,0.4,0.1,6,done,2026-07-24T04:01:45.954
center,128,0.4,0.2,6,done,2026-07-24T04:02:19.337
center,128,0.4,0.3,6,done,2026-07-24T04:02:49.183
center,128,0.4,0.4,6,done,2026-07-24T04:03:19.999
center,32,0.5,0.0,6,done,2026-07-24T04:03:20.131
center,32,0.5,0.1,6,done,2026-07-24T04:03:20.203
center,32,0.5,0.2,6,done,2026-07-24T04:03:20.328
center,32,0.5,0.3,6,done,2026-07-24T04:03:20.493
center,32,0.5,0.4,6,done,2026-07-24T04:03:20.586
center,48,0.5,0.0,6,done,2026-07-24T04:03:25.839
center,48,0.5,0.1,6,done,2026-07-24T04:03:29.697
center,48,0.5,0.2,6,done,2026-07-24T04:03:32.867
center,48,0.5,0.3,6,done,2026-07-24T04:03:36.404
center,48,0.5,0.4,6,done,2026-07-24T04:03:38.936
center,64,0.5,0.0,6,done,2026-07-24T04:03:51.117
center,64,0.5,0.1,6,done,2026-07-24T04:04:03.720
center,64,0.5,0.2,6,done,2026-07-24T04:04:18.855
center,64,0.5,0.3,6,done,2026-07-24T04:04:31.930
center,64,0.5,0.4,6,done,2026-07-24T04:04:39.017
center,96,0.5,0.0,6,done,2026-07-24T04:05:11.950
center,96,0.5,0.1,6,done,2026-07-24T04:05:51.466
center,96,0.5,0.2,6,done,2026-07-24T04:06:41.897
center,96,0.5,0.3,6,done,2026-07-24T04:07:19.102
center,96,0.5,0.4,6,done,2026-07-24T04:07:50.061
center,128,0.5,0.0,6,done,2026-07-24T04:08:38.402
center,128,0.5,0.1,6,done,2026-07-24T04:09:19.366
center,128,0.5,0.2,6,done,2026-07-24T04:09:54.467
center,128,0.5,0.3,6,done,2026-07-24T04:10:24.467
center,128,0.5,0.4,6,done,2026-07-24T04:10:58.298
center,32,0.6,0.0,6,done,2026-07-24T04:10:58.451
center,32,0.6,0.1,6,done,2026-07-24T04:10:58.531
center,32,0.6,0.2,6,done,2026-07-24T04:10:58.727
center,32,0.6,0.3,6,done,2026-07-24T04:10:58.786
center,32,0.6,0.4,6,done,2026-07-24T04:10:58.973
center,48,0.6,0.0,6,done,2026-07-24T04:11:05.037
center,48,0.6,0.1,6,done,2026-07-24T04:11:09.503
center,48,0.6,0.2,6,done,2026-07-24T04:11:13.078
center,48,0.6,0.3,6,done,2026-07-24T04:11:17.400
center,48,0.6,0.4,6,done,2026-07-24T04:11:21.525
center,64,0.6,0.0,6,done,2026-07-24T04:11:30.199
center,64,0.6,0.1,6,done,2026-07-24T04:11:41.566
center,64,0.6,0.2,6,done,2026-07-24T04:11:56.156
center,64,0.6,0.3,6,done,2026-07-24T04:12:14.060
center,64,0.6,0.4,6,done,2026-07-24T04:12:21.632
center,96,0.6,0.0,6,done,2026-07-24T04:12:56.605
center,96,0.6,0.1,6,done,2026-07-24T04:13:39.323
center,96,0.6,0.2,6,done,2026-07-24T04:14:27.213
center,96,0.6,0.3,6,done,2026-07-24T04:15:09.316
center,96,0.6,0.4,6,done,2026-07-24T04:15:48.145
center,128,0.6,0.0,6,done,2026-07-24T04:16:50.330
center,128,0.6,0.1,6,done,2026-07-24T04:17:37.180
center,128,0.6,0.2,6,done,2026-07-24T04:18:20.345
center,128,0.6,0.3,6,done,2026-07-24T04:18:52.114
center,128,0.6,0.4,6,done,2026-07-24T04:19:33.322
center,32,0.7,0.0,6,done,2026-07-24T04:19:33.419
center,32,0.7,0.1,6,done,2026-07-24T04:19:33.494
center,32,0.7,0.2,6,done,2026-07-24T04:19:33.624
center,32,0.7,0.3,6,done,2026-07-24T04:19:33.735
center,32,0.7,0.4,6,done,2026-07-24T04:19:33.838
center,48,0.7,0.0,6,done,2026-07-24T04:19:38.499
center,48,0.7,0.1,6,done,2026-07-24T04:19:42.070
center,48,0.7,0.2,6,done,2026-07-24T04:19:45.135
center,48,0.7,0.3,6,done,2026-07-24T04:19:49.165
center,48,0.7,0.4,6,done,2026-07-24T04:19:53.019
center,64,0.7,0.0,6,done,2026-07-24T04:20:01.559
center,64,0.7,0.1,6,done,2026-07-24T04:20:12.226
center,64,0.7,0.2,6,done,2026-07-24T04:20:25.393
center,64,0.7,0.3,6,done,2026-07-24T04:20:42.804
center,64,0.7,0.4,6,done,2026-07-24T04:20:57.017
center,96,0.7,0.0,6,done,2026-07-24T04:21:37.299
center,96,0.7,0.1,6,done,2026-07-24T04:22:22.035
center,96,0.7,0.2,6,done,2026-07-24T04:23:14.068
center,96,0.7,0.3,6,done,2026-07-24T04:23:55.012
center,96,0.7,0.4,6,done,2026-07-24T04:24:32.577
center,128,0.7,0.0,6,done,2026-07-24T04:25:36.997
center,128,0.7,0.1,6,done,2026-07-24T04:26:28.306
center,128,0.7,0.2,6,done,2026-07-24T04:27:17.795
center,128,0.7,0.3,6,done,2026-07-24T04:27:49.267
center,128,0.7,0.4,6,done,2026-07-24T04:28:32.841
center,32,0.8,0.0,6,done,2026-07-24T04:28:32.939
center,32,0.8,0.1,6,done,2026-07-24T04:28:32.995
center,32,0.8,0.2,6,done,2026-07-24T04:28:33.091
center,32,0.8,0.3,6,done,2026-07-24T04:28:33.198
center,32,0.8,0.4,6,done,2026-07-24T04:28:33.284
center,48,0.8,0.0,6,done,2026-07-24T04:28:36.763
center,48,0.8,0.1,6,done,2026-07-24T04:28:41.977
center,48,0.8,0.2,6,done,2026-07-24T04:28:45.111
center,48,0.8,0.3,6,done,2026-07-24T04:28:49.349
center,48,0.8,0.4,6,done,2026-07-24T04:28:52.936
center,64,0.8,0.0,6,done,2026-07-24T04:29:02.291
center,64,0.8,0.1,6,done,2026-07-24T04:29:12.087
center,64,0.8,0.2,6,done,2026-07-24T04:29:24.038
center,64,0.8,0.3,6,done,2026-07-24T04:29:40.135
center,64,0.8,0.4,6,done,2026-07-24T04:29:50.401
center,96,0.8,0.0,6,done,2026-07-24T04:30:31.434
center,96,0.8,0.1,6,done,2026-07-24T04:31:13.148
center,96,0.8,0.2,6,done,2026-07-24T04:32:07.779
center,96,0.8,0.3,6,done,2026-07-24T04:32:55.708
center,96,0.8,0.4,6,done,2026-07-24T04:33:32.929
center,128,0.8,0.0,6,done,2026-07-24T04:34:41.271
center,128,0.8,0.1,6,done,2026-07-24T04:35:30.930
center,128,0.8,0.2,6,done,2026-07-24T04:36:18.798
center,128,0.8,0.3,6,done,2026-07-24T04:36:49.383
center,128,0.8,0.4,6,done,2026-07-24T04:37:40.797
center,32,0.9,0.0,6,done,2026-07-24T04:37:40.956
center,32,0.9,0.1,6,done,2026-07-24T04:37:41.056
center,32,0.9,0.2,6,done,2026-07-24T04:37:41.225
center,32,0.9,0.3,6,done,2026-07-24T04:37:41.417
center,32,0.9,0.4,6,done,2026-07-24T04:37:41.583
center,48,0.9,0.0,6,done,2026-07-24T04:37:47.866
center,48,0.9,0.1,6,done,2026-07-24T04:37:54.221
center,48,0.9,0.2,6,done,2026-07-24T04:37:58.011
center,48,0.9,0.3,6,done,2026-07-24T04:38:00.569
center,48,0.9,0.4,6,done,2026-07-24T04:38:03.291
center,64,0.9,0.0,6,done,2026-07-24T04:38:13.004
center,64,0.9,0.1,6,done,2026-07-24T04:38:24.062
center,64,0.9,0.2,6,done,2026-07-24T04:38:35.046
center,64,0.9,0.3,6,done,2026-07-24T04:38:52.161
center,64,0.9,0.4,6,done,2026-07-24T04:39:06.247
center,96,0.9,0.0,6,done,2026-07-24T04:39:47.889
center,96,0.9,0.1,6,done,2026-07-24T04:40:33.186
center,96,0.9,0.2,6,done,2026-07-24T04:41:27.319
center,96,0.9,0.3,6,done,2026-07-24T04:42:13.893
center,96,0.9,0.4,6,done,2026-07-24T04:42:53.210
center,128,0.9,0.0,6,done,2026-07-24T04:44:00.841
center,128,0.9,0.1,6,done,2026-07-24T04:44:49.984
center,128,0.9,0.2,6,done,2026-07-24T04:45:46.235
center,128,0.9,0.3,6,done,2026-07-24T04:46:17.375
center,128,0.9,0.4,6,done,2026-07-24T04:47:10.603
center,32,1.0,0.0,6,done,2026-07-24T04:47:10.764
center,32,1.0,0.1,6,done,2026-07-24T04:47:10.869
center,32,1.0,0.2,6,done,2026-07-24T04:47:11.029
center,32,1.0,0.3,6,done,2026-07-24T04:47:11.175
center,32,1.0,0.4,6,done,2026-07-24T04:47:11.351
center,48,1.0,0.0,6,done,2026-07-24T04:47:17.764
center,48,1.0,0.1,6,done,2026-07-24T04:47:24.657
center,48,1.0,0.2,6,done,2026-07-24T04:47:27.381
center,48,1.0,0.3,6,done,2026-07-24T04:47:30.478
center,48,1.0,0.4,6,done,2026-07-24T04:47:33.654
center,64,1.0,0.0,6,done,2026-07-24T04:47:42.493
center,64,1.0,0.1,6,done,2026-07-24T04:47:54.794
center,64,1.0,0.2,6,done,2026-07-24T04:48:07.702
center,64,1.0,0.3,6,done,2026-07-24T04:48:24.130
center,64,1.0,0.4,6,done,2026-07-24T04:48:38.644
center,96,1.0,0.0,6,done,2026-07-24T04:49:20.307
center,96,1.0,0.1,6,done,2026-07-24T04:50:07.704
center,96,1.0,0.2,6,done,2026-07-24T04:51:03.118
center,96,1.0,0.3,6,done,2026-07-24T04:51:48.207
center,96,1.0,0.4,6,done,2026-07-24T04:52:27.967
center,128,1.0,0.0,6,done,2026-07-24T04:53:33.462
center,128,1.0,0.1,6,done,2026-07-24T04:54:20.128
center,128,1.0,0.2,6,done,2026-07-24T04:55:00.112
center,128,1.0,0.3,6,done,2026-07-24T04:55:32.303
center,128,1.0,0.4,6,done,2026-07-24T04:56:14.619
random,32,0.1,0.0,6,done,2026-07-24T04:56:14.774
random,32,0.1,0.1,6,done,2026-07-24T04:56:14.965
random,32,0.1,0.2,6,done,2026-07-24T04:56:15.054
random,32,0.1,0.3,6,done,2026-07-24T04:56:15.237
random,32,0.1,0.4,6,done,2026-07-24T04:56:15.341
random,48,0.1,0.0,6,done,2026-07-24T04:56:22.132
random,48,0.1,0.1,6,done,2026-07-24T04:56:26.435
random,48,0.1,0.2,6,done,2026-07-24T04:56:31.151
random,48,0.1,0.3,6,done,2026-07-24T04:56:36.396
random,48,0.1,0.4,6,done,2026-07-24T04:56:41.315
random,64,0.1,0.0,6,done,2026-07-24T04:56:52.968
random,64,0.1,0.1,6,done,2026-07-24T04:57:12.266
random,64,0.1,0.2,6,done,2026-07-24T04:57:36.967
random,64,0.1,0.3,6,done,2026-07-24T04:57:48.925
random,64,0.1,0.4,6,done,2026-07-24T04:58:19.295
random,96,0.1,0.0,6,done,2026-07-24T04:59:09.868
random,96,0.1,0.1,6,done,2026-07-24T05:00:36.121
random,96,0.1,0.2,6,done,2026-07-24T05:01:50.647
random,96,0.1,0.3,6,done,2026-07-24T05:02:49.486
random,96,0.1,0.4,6,done,2026-07-24T05:03:39.889
random,128,0.1,0.0,6,done,2026-07-24T05:05:10.356
random,128,0.1,0.1,6,done,2026-07-24T05:06:30.441
random,128,0.1,0.2,6,done,2026-07-24T05:07:18.593
random,128,0.1,0.3,6,done,2026-07-24T05:09:00.182
random,128,0.1,0.4,6,done,2026-07-24T05:10:47.147
random,32,0.2,0.0,6,done,2026-07-24T05:10:47.391
random,32,0.2,0.1,6,done,2026-07-24T05:10:47.698
random,32,0.2,0.2,6,done,2026-07-24T05:10:47.961
random,32,0.2,0.3,6,done,2026-07-24T05:10:48.186
random,32,0.2,0.4,6,done,2026-07-24T05:10:48.422
random,48,0.2,0.0,6,done,2026-07-24T05:10:58.633
random,48,0.2,0.1,6,done,2026-07-24T05:11:08.859
random,48,0.2,0.2,6,done,2026-07-24T05:11:24.430
random,48,0.2,0.3,6,done,2026-07-24T05:11:34.774
random,48,0.2,0.4,6,done,2026-07-24T05:11:44.615
random,64,0.2,0.0,6,done,2026-07-24T05:12:02.020
random,64,0.2,0.1,6,done,2026-07-24T05:12:17.015
random,64,0.2,0.2,6,done,2026-07-24T05:12:30.890
random,64,0.2,0.3,6,done,2026-07-24T05:12:47.581
random,64,0.2,0.4,6,done,2026-07-24T05:13:01.985
random,96,0.2,0.0,6,done,2026-07-24T05:13:38.002
random,96,0.2,0.1,6,done,2026-07-24T05:14:18.106
random,96,0.2,0.2,6,done,2026-07-24T05:14:54.982
random,96,0.2,0.3,6,done,2026-07-24T05:15:33.704
random,96,0.2,0.4,6,done,2026-07-24T05:16:00.490
random,128,0.2,0.0,6,done,2026-07-24T05:17:10.893
random,128,0.2,0.1,6,done,2026-07-24T05:17:59.243
random,128,0.2,0.2,6,done,2026-07-24T05:19:26.925
random,128,0.2,0.3,6,done,2026-07-24T05:21:24.996
random,128,0.2,0.4,6,done,2026-07-24T05:22:44.462
random,32,0.3,0.0,6,done,2026-07-24T05:22:44.607
random,32,0.3,0.1,6,done,2026-07-24T05:22:45.652
random,32,0.3,0.2,6,done,2026-07-24T05:22:45.865
random,32,0.3,0.3,6,done,2026-07-24T05:22:45.950
random,32,0.3,0.4,6,done,2026-07-24T05:22:46.119
random,48,0.3,0.0,6,done,2026-07-24T05:22:50.548
random,48,0.3,0.1,6,done,2026-07-24T05:22:56.600
random,48,0.3,0.2,6,done,2026-07-24T05:23:05.469
random,48,0.3,0.3,6,done,2026-07-24T05:23:11.209
random,48,0.3,0.4,6,done,2026-07-24T05:23:23.337
random,64,0.3,0.0,6,done,2026-07-24T05:23:40.827
random,64,0.3,0.1,6,done,2026-07-24T05:23:50.224
random,64,0.3,0.2,6,done,2026-07-24T05:24:04.072
random,64,0.3,0.3,6,done,2026-07-24T05:24:21.844
random,64,0.3,0.4,6,done,2026-07-24T05:24:34.324
random,96,0.3,0.0,6,done,2026-07-24T05:25:27.597
random,96,0.3,0.1,6,done,2026-07-24T05:26:22.086
random,96,0.3,0.2,6,done,2026-07-24T05:27:08.261
random,96,0.3,0.3,6,done,2026-07-24T05:27:53.709
random,96,0.3,0.4,6,done,2026-07-24T05:28:16.014
random,128,0.3,0.0,6,done,2026-07-24T05:29:03.118
random,128,0.3,0.1,6,done,2026-07-24T05:29:48.732
random,128,0.3,0.2,6,done,2026-07-24T05:31:19.155
random,128,0.3,0.3,6,done,2026-07-24T05:33:17.697
random,128,0.3,0.4,6,done,2026-07-24T05:34:27.233
random,32,0.4,0.0,6,done,2026-07-24T05:34:27.343
random,32,0.4,0.1,6,done,2026-07-24T05:34:27.505
random,32,0.4,0.2,6,done,2026-07-24T05:34:27.773
random,32,0.4,0.3,6,done,2026-07-24T05:34:27.899
random,32,0.4,0.4,6,done,2026-07-24T05:34:28.102
random,48,0.4,0.0,6,done,2026-07-24T05:34:35.222
random,48,0.4,0.1,6,done,2026-07-24T05:34:39.763
random,48,0.4,0.2,6,done,2026-07-24T05:34:47.299
random,48,0.4,0.3,6,done,2026-07-24T05:34:54.878
random,48,0.4,0.4,6,done,2026-07-24T05:35:03.019
random,64,0.4,0.0,6,done,2026-07-24T05:35:18.226
random,64,0.4,0.1,6,done,2026-07-24T05:35:29.603
random,64,0.4,0.2,6,done,2026-07-24T05:35:40.918
random,64,0.4,0.3,6,done,2026-07-24T05:35:57.757
random,64,0.4,0.4,6,done,2026-07-24T05:36:08.889
random,96,0.4,0.0,6,done,2026-07-24T05:36:43.383
random,96,0.4,0.1,6,done,2026-07-24T05:37:37.489
random,96,0.4,0.2,6,done,2026-07-24T05:38:26.281
random,96,0.4,0.3,6,done,2026-07-24T05:39:11.043
random,96,0.4,0.4,6,done,2026-07-24T05:39:45.244
random,128,0.4,0.0,6,done,2026-07-24T05:40:14.350
random,128,0.4,0.1,6,done,2026-07-24T05:41:09.642
random,128,0.4,0.2,6,done,2026-07-24T05:42:30.300
random,128,0.4,0.3,6,done,2026-07-24T05:44:31.959
random,128,0.4,0.4,6,done,2026-07-24T05:45:51.064
random,32,0.5,0.0,6,done,2026-07-24T05:45:51.255
random,32,0.5,0.1,6,done,2026-07-24T05:45:51.368
random,32,0.5,0.2,6,done,2026-07-24T05:45:52.479
random,32,0.5,0.3,6,done,2026-07-24T05:45:52.628
random,32,0.5,0.4,6,done,2026-07-24T05:45:52.917
random,48,0.5,0.0,6,done,2026-07-24T05:45:58.520
random,48,0.5,0.1,6,done,2026-07-24T05:46:07.069
random,48,0.5,0.2,6,done,2026-07-24T05:46:11.096
random,48,0.5,0.3,6,done,2026-07-24T05:46:14.627
random,48,0.5,0.4,6,done,2026-07-24T05:46:18.656
random,64,0.5,0.0,6,done,2026-07-24T05:46:34.005
random,64,0.5,0.1,6,done,2026-07-24T05:46:43.256
random,64,0.5,0.2,6,done,2026-07-24T05:46:58.860
random,64,0.5,0.3,6,done,2026-07-24T05:47:14.535
random,64,0.5,0.4,6,done,2026-07-24T05:47:22.403
random,96,0.5,0.0,6,done,2026-07-24T05:47:57.691
random,96,0.5,0.1,6,done,2026-07-24T05:48:44.758
random,96,0.5,0.2,6,done,2026-07-24T05:49:36.229
random,96,0.5,0.3,6,done,2026-07-24T05:50:18.666
random,96,0.5,0.4,6,done,2026-07-24T05:50:47.468
random,128,0.5,0.0,6,done,2026-07-24T05:51:23.940
random,128,0.5,0.1,6,done,2026-07-24T05:52:21.402
random,128,0.5,0.2,6,done,2026-07-24T05:53:50.917
random,128,0.5,0.3,6,done,2026-07-24T05:55:52.670
random,128,0.5,0.4,6,done,2026-07-24T05:57:11.271
random,32,0.6,0.0,6,done,2026-07-24T05:57:11.438
random,32,0.6,0.1,6,done,2026-07-24T05:57:14.901
random,32,0.6,0.2,6,done,2026-07-24T05:57:15.078
random,32,0.6,0.3,6,done,2026-07-24T05:57:15.250
random,32,0.6,0.4,6,done,2026-07-24T05:57:15.433
random,48,0.6,0.0,6,done,2026-07-24T05:57:20.425
random,48,0.6,0.1,6,done,2026-07-24T05:57:23.091
random,48,0.6,0.2,6,done,2026-07-24T05:57:27.984
random,48,0.6,0.3,6,done,2026-07-24T05:57:31.079
random,48,0.6,0.4,6,done,2026-07-24T05:57:34.952
random,64,0.6,0.0,6,done,2026-07-24T05:57:46.387
random,64,0.6,0.1,6,done,2026-07-24T05:57:57.595
random,64,0.6,0.2,6,done,2026-07-24T05:58:12.753
random,64,0.6,0.3,6,done,2026-07-24T05:58:25.023
random,64,0.6,0.4,6,done,2026-07-24T05:58:34.434
random,96,0.6,0.0,6,done,2026-07-24T05:59:13.553
random,96,0.6,0.1,6,done,2026-07-24T05:59:58.372
random,96,0.6,0.2,6,done,2026-07-24T06:01:01.223
random,96,0.6,0.3,6,done,2026-07-24T06:01:45.389
random,96,0.6,0.4,6,done,2026-07-24T06:02:07.707
random,128,0.6,0.0,6,done,2026-07-24T06:02:43.998
random,128,0.6,0.1,6,done,2026-07-24T06:03:43.831
random,128,0.6,0.2,6,done,2026-07-24T06:05:18.999
random,128,0.6,0.3,6,done,2026-07-24T06:07:17.391
random,128,0.6,0.4,6,done,2026-07-24T06:08:36.379
random,32,0.7,0.0,6,done,2026-07-24T06:08:36.472
random,32,0.7,0.1,6,done,2026-07-24T06:08:36.583
random,32,0.7,0.2,6,done,2026-07-24T06:08:36.680
random,32,0.7,0.3,6,done,2026-07-24T06:08:36.734
random,32,0.7,0.4,6,done,2026-07-24T06:08:36.822
random,48,0.7,0.0,6,done,2026-07-24T06:08:39.705
random,48,0.7,0.1,6,done,2026-07-24T06:08:43.729
random,48,0.7,0.2,6,done,2026-07-24T06:08:48.714
random,48,0.7,0.3,6,done,2026-07-24T06:08:55.050
random,48,0.7,0.4,6,done,2026-07-24T06:09:02.007
random,64,0.7,0.0,6,done,2026-07-24T06:09:17.925
random,64,0.7,0.1,6,done,2026-07-24T06:09:32.372
random,64,0.7,0.2,6,done,2026-07-24T06:09:41.578
random,64,0.7,0.3,6,done,2026-07-24T06:09:51.537
random,64,0.7,0.4,6,done,2026-07-24T06:10:00.148
random,96,0.7,0.0,6,done,2026-07-24T06:10:36.534
random,96,0.7,0.1,6,done,2026-07-24T06:11:21.037
random,96,0.7,0.2,6,done,2026-07-24T06:12:20.650
random,96,0.7,0.3,6,done,2026-07-24T06:12:54.717
random,96,0.7,0.4,6,done,2026-07-24T06:13:15.233
random,128,0.7,0.0,6,done,2026-07-24T06:13:56.325
random,128,0.7,0.1,6,done,2026-07-24T06:14:57.484
random,128,0.7,0.2,6,done,2026-07-24T06:16:25.510
random,128,0.7,0.3,6,done,2026-07-24T06:18:22.870
random,128,0.7,0.4,6,done,2026-07-24T06:19:35.095
