class_length,rho0,delta_lambda,trial,status,completed_at
48,0.9,0.4,10,done,2026-07-24T00:01:18.358
64,0.9,0.0,10,done,2026-07-24T00:01:19.158
64,0.9,0.1,10,done,2026-07-24T00:01:19.321
64,0.9,0.2,10,done,2026-07-24T00:01:20.101
64,0.9,0.3,10,done,2026-07-24T00:01:20.720
64,0.9,0.4,10,done,2026-07-24T00:01:21.505
96,0.9,0.0,10,done,2026-07-24T00:01:22.543
96,0.9,0.1,10,done,2026-07-24T00:01:23.902
96,0.9,0.2,10,done,2026-07-24T00:01:26.176
96,0.9,0.3,10,done,2026-07-24T00:01:29.238
96,0.9,0.4,10,done,2026-07-24T00:01:30.456
128,0.9,0.0,10,done,2026-07-24T00:01:33.132
128,0.9,0.1,10,done,2026-07-24T00:01:39.820
128,0.9,0.2,10,done,2026-07-24T00:01:42.875
128,0.9,0.3,10,done,2026-07-24T00:01:46.203
128,0.9,0.4,10,done,2026-07-24T00:01:52.563
32,1.0,0.0,10,done,2026-07-24T00:01:52.572
32,1.0,0.1,10,done,2026-07-24T00:01:52.580
32,1.0,0.2,10,done,2026-07-24T00:01:52.592
32,1.0,0.3,10,done,2026-07-24T00:01:52.600
32,1.0,0.4,10,done,2026-07-24T00:01:52.611
48,1.0,0.0,10,done,2026-07-24T00:01:52.843
48,1.0,0.1,10,done,2026-07-24T00:01:54.192
48,1.0,0.2,10,done,2026-07-24T00:01:54.298
48,1.0,0.3,10,done,2026-07-24T00:01:55.009
48,1.0,0.4,10,done,2026-07-24T00:01:55.153
64,1.0,0.0,10,done,2026-07-24T00:01:55.708
64,1.0,0.1,10,done,2026-07-24T00:01:56.168
64,1.0,0.2,10,done,2026-07-24T00:01:57.159
64,1.0,0.3,10,done,2026-07-24T00:01:57.615
64,1.0,0.4,10,done,2026-07-24T00:01:58.448
96,1.0,0.0,10,done,2026-07-24T00:02:00.413
96,1.0,0.1,10,done,2026-07-24T00:02:02.884
96,1.0,0.2,10,done,2026-07-24T00:02:05.120
96,1.0,0.3,10,done,2026-07-24T00:02:06.735
96,1.0,0.4,10,done,2026-07-24T00:02:09.134
128,1.0,0.0,10,done,2026-07-24T00:02:11.622
128,1.0,0.1,10,done,2026-07-24T00:02:14.196
128,1.0,0.2,10,done,2026-07-24T00:02:17.064
128,1.0,0.3,10,done,2026-07-24T00:02:18.559
128,1.0,0.4,10,done,2026-07-24T00:02:21.318
32,0.1,0.0,11,done,2026-07-23T23:44:54.304
32,0.1,0.1,11,done,2026-07-23T23:44:55.466
32,0.1,0.2,11,done,2026-07-23T23:44:57.074
32,0.1,0.3,11,done,2026-07-23T23:44:59.020
32,0.1,0.4,11,done,2026-07-23T23:45:03.178
48,0.1,0.0,11,done,2026-07-23T23:45:03.306
48,0.1,0.1,11,done,2026-07-23T23:45:05.031
48,0.1,0.2,11,done,2026-07-23T23:45:06.597
48,0.1,0.3,11,done,2026-07-23T23:45:09.108
48,0.1,0.4,11,done,2026-07-23T23:45:16.579
64,0.1,0.0,11,done,2026-07-23T23:45:16.874
64,0.1,0.1,11,done,2026-07-23T23:45:22.677
64,0.1,0.2,11,done,2026-07-23T23:45:25.188
64,0.1,0.3,11,done,2026-07-23T23:45:29.234
64,0.1,0.4,11,done,2026-07-23T23:45:36.501
96,0.1,0.0,11,done,2026-07-23T23:45:37.640
96,0.1,0.1,11,done,2026-07-23T23:45:41.579
96,0.1,0.2,11,done,2026-07-23T23:45:46.782
96,0.1,0.3,11,done,2026-07-23T23:45:56.450
96,0.1,0.4,11,done,2026-07-23T23:46:09.857
128,0.1,0.0,11,done,2026-07-23T23:46:19.552
128,0.1,0.1,11,done,2026-07-23T23:46:21.474
128,0.1,0.2,11,done,2026-07-23T23:46:26.301
128,0.1,0.3,11,done,2026-07-23T23:46:42.219
128,0.1,0.4,11,done,2026-07-23T23:47:08.930
32,0.2,0.0,11,done,2026-07-23T23:47:08.944
32,0.2,0.1,11,done,2026-07-23T23:47:12.560
32,0.2,0.2,11,done,2026-07-23T23:47:19.806
32,0.2,0.3,11,done,2026-07-23T23:47:22.494
32,0.2,0.4,11,done,2026-07-23T23:47:25.218
48,0.2,0.0,11,done,2026-07-23T23:47:25.262
48,0.2,0.1,11,done,2026-07-23T23:47:25.296
48,0.2,0.2,11,done,2026-07-23T23:47:25.337
48,0.2,0.3,11,done,2026-07-23T23:47:25.394
48,0.2,0.4,11,done,2026-07-23T23:47:30.738
64,0.2,0.0,11,done,2026-07-23T23:47:30.820
64,0.2,0.1,11,done,2026-07-23T23:47:30.928
64,0.2,0.2,11,done,2026-07-23T23:47:33.305
64,0.2,0.3,11,done,2026-07-23T23:47:39.984
64,0.2,0.4,11,done,2026-07-23T23:47:40.495
96,0.2,0.0,11,done,2026-07-23T23:47:40.927
96,0.2,0.1,11,done,2026-07-23T23:47:41.193
96,0.2,0.2,11,done,2026-07-23T23:47:44.250
96,0.2,0.3,11,done,2026-07-23T23:47:48.310
96,0.2,0.4,11,done,2026-07-23T23:47:53.366
128,0.2,0.0,11,done,2026-07-23T23:47:53.987
128,0.2,0.1,11,done,2026-07-23T23:48:01.316
128,0.2,0.2,11,done,2026-07-23T23:48:07.161
128,0.2,0.3,11,done,2026-07-23T23:48:09.393
128,0.2,0.4,11,done,2026-07-23T23:48:20.897
32,0.3,0.0,11,done,2026-07-23T23:48:20.908
32,0.3,0.1,11,done,2026-07-23T23:48:20.922
32,0.3,0.2,11,done,2026-07-23T23:48:21.041
32,0.3,0.3,11,done,2026-07-23T23:48:21.055
32,0.3,0.4,11,done,2026-07-23T23:48:21.097
48,0.3,0.0,11,done,2026-07-23T23:48:21.131
48,0.3,0.1,11,done,2026-07-23T23:48:21.172
48,0.3,0.2,11,done,2026-07-23T23:48:28.951
48,0.3,0.3,11,done,2026-07-23T23:48:29.058
48,0.3,0.4,11,done,2026-07-23T23:48:34.579
64,0.3,0.0,11,done,2026-07-23T23:48:34.771
64,0.3,0.1,11,done,2026-07-23T23:48:35.123
64,0.3,0.2,11,done,2026-07-23T23:48:38.768
64,0.3,0.3,11,done,2026-07-23T23:48:39.240
64,0.3,0.4,11,done,2026-07-23T23:48:49.306
96,0.3,0.0,11,done,2026-07-23T23:48:51.593
96,0.3,0.1,11,done,2026-07-23T23:48:54.959
96,0.3,0.2,11,done,2026-07-23T23:48:58.255
96,0.3,0.3,11,done,2026-07-23T23:48:59.278
96,0.3,0.4,11,done,2026-07-23T23:49:07.336
128,0.3,0.0,11,done,2026-07-23T23:49:09.033
128,0.3,0.1,11,done,2026-07-23T23:49:11.257
128,0.3,0.2,11,done,2026-07-23T23:49:16.077
128,0.3,0.3,11,done,2026-07-23T23:49:18.822
128,0.3,0.4,11,done,2026-07-23T23:49:22.924
32,0.4,0.0,11,done,2026-07-23T23:49:22.937
32,0.4,0.1,11,done,2026-07-23T23:49:22.995
32,0.4,0.2,11,done,2026-07-23T23:49:23.002
32,0.4,0.3,11,done,2026-07-23T23:49:23.012
32,0.4,0.4,11,done,2026-07-23T23:49:23.044
48,0.4,0.0,11,done,2026-07-23T23:49:23.749
48,0.4,0.1,11,done,2026-07-23T23:49:23.802
48,0.4,0.2,11,done,2026-07-23T23:49:23.859
48,0.4,0.3,11,done,2026-07-23T23:49:23.954
48,0.4,0.4,11,done,2026-07-23T23:49:24.160
64,0.4,0.0,11,done,2026-07-23T23:49:24.345
64,0.4,0.1,11,done,2026-07-23T23:49:24.543
64,0.4,0.2,11,done,2026-07-23T23:49:24.615
64,0.4,0.3,11,done,2026-07-23T23:49:24.757
64,0.4,0.4,11,done,2026-07-23T23:49:34.908
96,0.4,0.0,11,done,2026-07-23T23:49:35.558
96,0.4,0.1,11,done,2026-07-23T23:49:36.009
96,0.4,0.2,11,done,2026-07-23T23:49:36.760
96,0.4,0.3,11,done,2026-07-23T23:49:37.560
96,0.4,0.4,11,done,2026-07-23T23:49:39.026
128,0.4,0.0,11,done,2026-07-23T23:49:41.530
128,0.4,0.1,11,done,2026-07-23T23:49:43.484
128,0.4,0.2,11,done,2026-07-23T23:49:46.388
128,0.4,0.3,11,done,2026-07-23T23:49:49.589
128,0.4,0.4,11,done,2026-07-23T23:49:53.395
32,0.5,0.0,11,done,2026-07-23T23:49:53.405
32,0.5,0.1,11,done,2026-07-23T23:49:53.413
32,0.5,0.2,11,done,2026-07-23T23:49:53.426
32,0.5,0.3,11,done,2026-07-23T23:49:53.454
32,0.5,0.4,11,done,2026-07-23T23:49:53.469
48,0.5,0.0,11,done,2026-07-23T23:49:53.648
48,0.5,0.1,11,done,2026-07-23T23:49:53.938
48,0.5,0.2,11,done,2026-07-23T23:49:54.052
48,0.5,0.3,11,done,2026-07-23T23:49:54.420
48,0.5,0.4,11,done,2026-07-23T23:49:54.558
64,0.5,0.0,11,done,2026-07-23T23:49:55.136
64,0.5,0.1,11,done,2026-07-23T23:49:55.197
64,0.5,0.2,11,done,2026-07-23T23:49:55.323
64,0.5,0.3,11,done,2026-07-23T23:49:55.658
64,0.5,0.4,11,done,2026-07-23T23:49:56.211
96,0.5,0.0,11,done,2026-07-23T23:49:57.177
96,0.5,0.1,11,done,2026-07-23T23:49:58.321
96,0.5,0.2,11,done,2026-07-23T23:50:00.999
96,0.5,0.3,11,done,2026-07-23T23:50:03.448
96,0.5,0.4,11,done,2026-07-23T23:50:05.702
128,0.5,0.0,11,done,2026-07-23T23:50:11.414
128,0.5,0.1,11,done,2026-07-23T23:50:17.170
128,0.5,0.2,11,done,2026-07-23T23:50:23.322
128,0.5,0.3,11,done,2026-07-23T23:50:28.490
128,0.5,0.4,11,done,2026-07-23T23:50:32.775
32,0.6,0.0,11,done,2026-07-23T23:50:32.788
32,0.6,0.1,11,done,2026-07-23T23:50:32.794
32,0.6,0.2,11,done,2026-07-23T23:50:32.804
32,0.6,0.3,11,done,2026-07-23T23:50:32.821
32,0.6,0.4,11,done,2026-07-23T23:50:32.843
48,0.6,0.0,11,done,2026-07-23T23:50:32.857
48,0.6,0.1,11,done,2026-07-23T23:50:32.915
48,0.6,0.2,11,done,2026-07-23T23:50:33.094
48,0.6,0.3,11,done,2026-07-23T23:50:33.158
48,0.6,0.4,11,done,2026-07-23T23:50:33.294
64,0.6,0.0,11,done,2026-07-23T23:50:33.696
64,0.6,0.1,11,done,2026-07-23T23:50:33.880
64,0.6,0.2,11,done,2026-07-23T23:50:34.201
64,0.6,0.3,11,done,2026-07-23T23:50:34.645
64,0.6,0.4,11,done,2026-07-23T23:50:35.607
96,0.6,0.0,11,done,2026-07-23T23:50:36.691
96,0.6,0.1,11,done,2026-07-23T23:50:37.944
96,0.6,0.2,11,done,2026-07-23T23:50:40.064
96,0.6,0.3,11,done,2026-07-23T23:50:42.005
96,0.6,0.4,11,done,2026-07-23T23:50:45.202
128,0.6,0.0,11,done,2026-07-23T23:50:50.449
128,0.6,0.1,11,done,2026-07-23T23:50:55.340
128,0.6,0.2,11,done,2026-07-23T23:51:00.160
128,0.6,0.3,11,done,2026-07-23T23:51:02.967
128,0.6,0.4,11,done,2026-07-23T23:51:06.170
32,0.7,0.0,11,done,2026-07-23T23:51:06.176
32,0.7,0.1,11,done,2026-07-23T23:51:06.186
32,0.7,0.2,11,done,2026-07-23T23:51:06.210
32,0.7,0.3,11,done,2026-07-23T23:51:06.224
32,0.7,0.4,11,done,2026-07-23T23:51:06.245
48,0.7,0.0,11,done,2026-07-23T23:51:06.659
48,0.7,0.1,11,done,2026-07-23T23:51:06.695
48,0.7,0.2,11,done,2026-07-23T23:51:06.746
48,0.7,0.3,11,done,2026-07-23T23:51:07.040
48,0.7,0.4,11,done,2026-07-23T23:51:07.185
64,0.7,0.0,11,done,2026-07-23T23:51:07.379
64,0.7,0.1,11,done,2026-07-23T23:51:07.899
64,0.7,0.2,11,done,2026-07-23T23:51:08.002
64,0.7,0.3,11,done,2026-07-23T23:51:08.263
64,0.7,0.4,11,done,2026-07-23T23:51:08.575
96,0.7,0.0,11,done,2026-07-23T23:51:09.196
96,0.7,0.1,11,done,2026-07-23T23:51:10.326
96,0.7,0.2,11,done,2026-07-23T23:51:11.462
96,0.7,0.3,11,done,2026-07-23T23:51:12.683
96,0.7,0.4,11,done,2026-07-23T23:51:14.952
128,0.7,0.0,11,done,2026-07-23T23:51:17.078
128,0.7,0.1,11,done,2026-07-23T23:51:21.723
128,0.7,0.2,11,done,2026-07-23T23:51:24.966
128,0.7,0.3,11,done,2026-07-23T23:51:27.744
128,0.7,0.4,11,done,2026-07-23T23:51:31.501
32,0.8,0.0,11,done,2026-07-23T23:51:31.507
32,0.8,0.1,11,done,2026-07-23T23:51:31.514
32,0.8,0.2,11,done,2026-07-23T23:51:31.633
32,0.8,0.3,11,done,2026-07-23T23:51:31.647
32,0.8,0.4,11,done,2026-07-23T23:51:31.661
48,0.8,0.0,11,done,2026-07-23T23:51:31.768
48,0.8,0.1,11,done,2026-07-23T23:51:31.880
48,0.8,0.2,11,done,2026-07-23T23:51:31.989
48,0.8,0.3,11,done,2026-07-23T23:51:32.112
48,0.8,0.4,11,done,2026-07-23T23:51:32.387
64,0.8,0.0,11,done,2026-07-23T23:51:32.608
64,0.8,0.1,11,done,2026-07-23T23:51:33.178
64,0.8,0.2,11,done,2026-07-23T23:51:33.390
64,0.8,0.3,11,done,2026-07-23T23:51:33.675
64,0.8,0.4,11,done,2026-07-23T23:51:34.101
96,0.8,0.0,11,done,2026-07-23T23:51:35.676
96,0.8,0.1,11,done,2026-07-23T23:51:35.979
96,0.8,0.2,11,done,2026-07-23T23:51:36.754
96,0.8,0.3,11,done,2026-07-23T23:51:38.188
96,0.8,0.4,11,done,2026-07-23T23:51:38.811
128,0.8,0.0,11,done,2026-07-23T23:51:41.584
128,0.8,0.1,11,done,2026-07-23T23:51:43.120
128,0.8,0.2,11,done,2026-07-23T23:51:44.590
128,0.8,0.3,11,done,2026-07-23T23:51:47.118
128,0.8,0.4,11,done,2026-07-23T23:51:49.512
32,0.9,0.0,11,done,2026-07-23T23:51:49.519
32,0.9,0.1,11,done,2026-07-23T23:51:49.527
32,0.9,0.2,11,done,2026-07-23T23:51:49.536
32,0.9,0.3,11,done,2026-07-23T23:51:49.547
32,0.9,0.4,11,done,2026-07-23T23:51:49.573
48,0.9,0.0,11,done,2026-07-23T23:51:49.682
48,0.9,0.1,11,done,2026-07-23T23:51:49.791
48,0.9,0.2,11,done,2026-07-23T23:51:49.859
48,0.9,0.3,11,done,2026-07-23T23:51:50.684
48,0.9,0.4,11,done,2026-07-23T23:51:50.737
64,0.9,0.0,11,done,2026-07-23T23:51:50.786
64,0.9,0.1,11,done,2026-07-23T23:51:50.819
64,0.9,0.2,11,done,2026-07-23T23:51:50.919
64,0.9,0.3,11,done,2026-07-23T23:51:51.103
64,0.9,0.4,11,done,2026-07-23T23:51:51.291
96,0.9,0.0,11,done,2026-07-23T23:51:51.809
96,0.9,0.1,11,done,2026-07-23T23:51:52.328
96,0.9,0.2,11,done,2026-07-23T23:51:52.458
96,0.9,0.3,11,done,2026-07-23T23:51:53.263
96,0.9,0.4,11,done,2026-07-23T23:51:54.383
128,0.9,0.0,11,done,2026-07-23T23:51:55.308
128,0.9,0.1,11,done,2026-07-23T23:51:56.735
128,0.9,0.2,11,done,2026-07-23T23:51:59.160
128,0.9,0.3,11,done,2026-07-23T23:52:01.110
128,0.9,0.4,11,done,2026-07-23T23:52:03.415
32,1.0,0.0,11,done,2026-07-23T23:52:03.420
32,1.0,0.1,11,done,2026-07-23T23:52:03.429
32,1.0,0.2,11,done,2026-07-23T23:52:03.436
32,1.0,0.3,11,done,2026-07-23T23:52:03.442
32,1.0,0.4,11,done,2026-07-23T23:52:03.453
48,1.0,0.0,11,done,2026-07-23T23:52:03.544
48,1.0,0.1,11,done,2026-07-23T23:52:03.811
48,1.0,0.2,11,done,2026-07-23T23:52:03.919
48,1.0,0.3,11,done,2026-07-23T23:52:04.008
48,1.0,0.4,11,done,2026-07-23T23:52:04.140
64,1.0,0.0,11,done,2026-07-23T23:52:04.834
64,1.0,0.1,11,done,2026-07-23T23:52:05.484
64,1.0,0.2,11,done,2026-07-23T23:52:05.889
64,1.0,0.3,11,done,2026-07-23T23:52:06.233
64,1.0,0.4,11,done,2026-07-23T23:52:07.543
96,1.0,0.0,11,done,2026-07-23T23:52:08.701
96,1.0,0.1,11,done,2026-07-23T23:52:10.073
96,1.0,0.2,11,done,2026-07-23T23:52:12.808
96,1.0,0.3,11,done,2026-07-23T23:52:15.008
96,1.0,0.4,11,done,2026-07-23T23:52:16.294
128,1.0,0.0,11,done,2026-07-23T23:52:19.978
128,1.0,0.1,11,done,2026-07-23T23:52:22.957
128,1.0,0.2,11,done,2026-07-23T23:52:25.769
128,1.0,0.3,11,done,2026-07-23T23:52:28.248
128,1.0,0.4,11,done,2026-07-23T23:52:30.504
32,0.1,0.0,12,done,2026-07-23T23:52:30.528
32,0.1,0.1,12,done,2026-07-23T23:52:31.416
32,0.1,0.2,12,done,2026-07-23T23:52:31.446
32,0.1,0.3,12,done,2026-07-23T23:52:42.264
32,0.1,0.4,12,done,2026-07-23T23:52:53.777
48,0.1,0.0,12,done,2026-07-23T23:52:54.054
48,0.1,0.1,12,done,2026-07-23T23:52:54.838
48,0.1,0.2,12,done,2026-07-23T23:52:55.100
48,0.1,0.3,12,done,2026-07-23T23:52:55.770
48,0.1,0.4,12,done,2026-07-23T23:53:31.728
64,0.1,0.0,12,done,2026-07-23T23:53:32.938
64,0.1,0.1,12,done,2026-07-23T23:53:34.126
64,0.1,0.2,12,done,2026-07-23T23:53:46.269
64,0.1,0.3,12,done,2026-07-23T23:53:48.330
64,0.1,0.4,12,done,2026-07-23T23:54:03.756
96,0.1,0.0,12,done,2026-07-23T23:54:07.196
96,0.1,0.1,12,done,2026-07-23T23:54:22.728
96,0.1,0.2,12,done,2026-07-23T23:54:24.536
96,0.1,0.3,12,done,2026-07-23T23:54:45.218
96,0.1,0.4,12,done,2026-07-23T23:54:58.159
128,0.1,0.0,12,done,2026-07-23T23:55:00.199
128,0.1,0.1,12,done,2026-07-23T23:55:02.169
128,0.1,0.2,12,done,2026-07-23T23:55:09.358
128,0.1,0.3,12,done,2026-07-23T23:55:23.398
128,0.1,0.4,12,done,2026-07-23T23:55:47.446
32,0.2,0.0,12,done,2026-07-23T23:55:47.465
32,0.2,0.1,12,done,2026-07-23T23:55:47.498
32,0.2,0.2,12,done,2026-07-23T23:55:47.538
32,0.2,0.3,12,done,2026-07-23T23:55:47.588
32,0.2,0.4,12,done,2026-07-23T23:55:47.665
48,0.2,0.0,12,done,2026-07-23T23:55:48.357
48,0.2,0.1,12,done,2026-07-23T23:55:48.505
48,0.2,0.2,12,done,2026-07-23T23:55:48.992
48,0.2,0.3,12,done,2026-07-23T23:55:49.268
48,0.2,0.4,12,done,2026-07-23T23:55:55.887
64,0.2,0.0,12,done,2026-07-23T23:55:56.584
64,0.2,0.1,12,done,2026-07-23T23:55:57.053
64,0.2,0.2,12,done,2026-07-23T23:55:57.252
64,0.2,0.3,12,done,2026-07-23T23:55:57.738
64,0.2,0.4,12,done,2026-07-23T23:56:09.798
96,0.2,0.0,12,done,2026-07-23T23:56:10.524
96,0.2,0.1,12,done,2026-07-23T23:56:12.837
96,0.2,0.2,12,done,2026-07-23T23:56:13.366
96,0.2,0.3,12,done,2026-07-23T23:56:14.182
96,0.2,0.4,12,done,2026-07-23T23:56:27.788
128,0.2,0.0,12,done,2026-07-23T23:56:30.571
128,0.2,0.1,12,done,2026-07-23T23:56:33.389
128,0.2,0.2,12,done,2026-07-23T23:56:38.093
128,0.2,0.3,12,done,2026-07-23T23:56:42.754
128,0.2,0.4,12,done,2026-07-23T23:56:55.044
32,0.3,0.0,12,done,2026-07-23T23:56:55.057
32,0.3,0.1,12,done,2026-07-23T23:56:55.071
32,0.3,0.2,12,done,2026-07-23T23:56:55.089
32,0.3,0.3,12,done,2026-07-23T23:56:55.103
32,0.3,0.4,12,done,2026-07-23T23:56:55.131
48,0.3,0.0,12,done,2026-07-23T23:56:55.424
48,0.3,0.1,12,done,2026-07-23T23:56:55.558
48,0.3,0.2,12,done,2026-07-23T23:56:55.738
48,0.3,0.3,12,done,2026-07-23T23:56:55.997
48,0.3,0.4,12,done,2026-07-23T23:56:56.528
64,0.3,0.0,12,done,2026-07-23T23:56:56.762
64,0.3,0.1,12,done,2026-07-23T23:56:57.612
64,0.3,0.2,12,done,2026-07-23T23:56:58.103
64,0.3,0.3,12,done,2026-07-23T23:56:58.504
64,0.3,0.4,12,done,2026-07-23T23:56:59.512
96,0.3,0.0,12,done,2026-07-23T23:57:01.403
96,0.3,0.1,12,done,2026-07-23T23:57:03.966
96,0.3,0.2,12,done,2026-07-23T23:57:06.256
96,0.3,0.3,12,done,2026-07-23T23:57:08.897
96,0.3,0.4,12,done,2026-07-23T23:57:12.989
128,0.3,0.0,12,done,2026-07-23T23:57:17.497
128,0.3,0.1,12,done,2026-07-23T23:57:21.523
128,0.3,0.2,12,done,2026-07-23T23:57:25.651
128,0.3,0.3,12,done,2026-07-23T23:57:27.979
128,0.3,0.4,12,done,2026-07-23T23:57:36.991
32,0.4,0.0,12,done,2026-07-23T23:57:37.002
32,0.4,0.1,12,done,2026-07-23T23:57:37.013
32,0.4,0.2,12,done,2026-07-23T23:57:37.042
32,0.4,0.3,12,done,2026-07-23T23:57:37.068
32,0.4,0.4,12,done,2026-07-23T23:57:37.098
48,0.4,0.0,12,done,2026-07-23T23:57:37.330
48,0.4,0.1,12,done,2026-07-23T23:57:38.379
48,0.4,0.2,12,done,2026-07-23T23:57:38.723
48,0.4,0.3,12,done,2026-07-23T23:57:38.886
48,0.4,0.4,12,done,2026-07-23T23:57:39.240
64,0.4,0.0,12,done,2026-07-23T23:57:39.562
64,0.4,0.1,12,done,2026-07-23T23:57:40.309
64,0.4,0.2,12,done,2026-07-23T23:57:40.544
64,0.4,0.3,12,done,2026-07-23T23:57:41.002
64,0.4,0.4,12,done,2026-07-23T23:57:42.346
96,0.4,0.0,12,done,2026-07-23T23:57:45.962
96,0.4,0.1,12,done,2026-07-23T23:57:47.755
96,0.4,0.2,12,done,2026-07-23T23:57:51.454
96,0.4,0.3,12,done,2026-07-23T23:57:54.705
96,0.4,0.4,12,done,2026-07-23T23:57:58.588
128,0.4,0.0,12,done,2026-07-23T23:58:04.977
128,0.4,0.1,12,done,2026-07-23T23:58:07.843
128,0.4,0.2,12,done,2026-07-23T23:58:11.240
128,0.4,0.3,12,done,2026-07-23T23:58:15.495
128,0.4,0.4,12,done,2026-07-23T23:58:22.796
32,0.5,0.0,12,done,2026-07-23T23:58:22.828
32,0.5,0.1,12,done,2026-07-23T23:58:22.838
32,0.5,0.2,12,done,2026-07-23T23:58:22.855
32,0.5,0.3,12,done,2026-07-23T23:58:22.872
32,0.5,0.4,12,done,2026-07-23T23:58:22.933
48,0.5,0.0,12,done,2026-07-23T23:58:23.611
48,0.5,0.1,12,done,2026-07-23T23:58:23.790
48,0.5,0.2,12,done,2026-07-23T23:58:23.972
48,0.5,0.3,12,done,2026-07-23T23:58:24.201
48,0.5,0.4,12,done,2026-07-23T23:58:24.556
64,0.5,0.0,12,done,2026-07-23T23:58:25.111
64,0.5,0.1,12,done,2026-07-23T23:58:26.677
64,0.5,0.2,12,done,2026-07-23T23:58:27.285
64,0.5,0.3,12,done,2026-07-23T23:58:27.765
64,0.5,0.4,12,done,2026-07-23T23:58:29.169
96,0.5,0.0,12,done,2026-07-23T23:58:29.932
96,0.5,0.1,12,done,2026-07-23T23:58:30.561
96,0.5,0.2,12,done,2026-07-23T23:58:32.268
96,0.5,0.3,12,done,2026-07-23T23:58:34.794
96,0.5,0.4,12,done,2026-07-23T23:58:37.585
128,0.5,0.0,12,done,2026-07-23T23:58:42.767
128,0.5,0.1,12,done,2026-07-23T23:58:47.324
128,0.5,0.2,12,done,2026-07-23T23:58:52.953
128,0.5,0.3,12,done,2026-07-23T23:58:57.414
128,0.5,0.4,12,done,2026-07-23T23:59:02.662
32,0.6,0.0,12,done,2026-07-23T23:59:02.670
32,0.6,0.1,12,done,2026-07-23T23:59:02.679
32,0.6,0.2,12,done,2026-07-23T23:59:02.691
32,0.6,0.3,12,done,2026-07-23T23:59:02.780
32,0.6,0.4,12,done,2026-07-23T23:59:02.797
48,0.6,0.0,12,done,2026-07-23T23:59:03.158
48,0.6,0.1,12,done,2026-07-23T23:59:03.415
48,0.6,0.2,12,done,2026-07-23T23:59:03.759
48,0.6,0.3,12,done,2026-07-23T23:59:04.133
48,0.6,0.4,12,done,2026-07-23T23:59:05.261
64,0.6,0.0,12,done,2026-07-23T23:59:06.265
64,0.6,0.1,12,done,2026-07-23T23:59:07.250
64,0.6,0.2,12,done,2026-07-23T23:59:08.286
64,0.6,0.3,12,done,2026-07-23T23:59:09.374
64,0.6,0.4,12,done,2026-07-23T23:59:10.672
96,0.6,0.0,12,done,2026-07-23T23:59:12.901
96,0.6,0.1,12,done,2026-07-23T23:59:13.574
96,0.6,0.2,12,done,2026-07-23T23:59:15.618
96,0.6,0.3,12,done,2026-07-23T23:59:16.994
96,0.6,0.4,12,done,2026-07-23T23:59:20.561
128,0.6,0.0,12,done,2026-07-23T23:59:24.727
128,0.6,0.1,12,done,2026-07-23T23:59:28.483
128,0.6,0.2,12,done,2026-07-23T23:59:33.445
128,0.6,0.3,12,done,2026-07-23T23:59:38.301
128,0.6,0.4,12,done,2026-07-23T23:59:44.264
32,0.7,0.0,12,done,2026-07-23T23:59:44.277
32,0.7,0.1,12,done,2026-07-23T23:59:44.316
32,0.7,0.2,12,done,2026-07-23T23:59:44.328
32,0.7,0.3,12,done,2026-07-23T23:59:44.346
32,0.7,0.4,12,done,2026-07-23T23:59:44.896
48,0.7,0.0,12,done,2026-07-23T23:59:45.078
48,0.7,0.1,12,done,2026-07-23T23:59:45.268
48,0.7,0.2,12,done,2026-07-23T23:59:46.084
48,0.7,0.3,12,done,2026-07-23T23:59:46.671
48,0.7,0.4,12,done,2026-07-23T23:59:46.934
64,0.7,0.0,12,done,2026-07-23T23:59:47.340
64,0.7,0.1,12,done,2026-07-23T23:59:48.608
64,0.7,0.2,12,done,2026-07-23T23:59:49.404
64,0.7,0.3,12,done,2026-07-23T23:59:50.236
64,0.7,0.4,12,done,2026-07-23T23:59:51.164
96,0.7,0.0,12,done,2026-07-23T23:59:53.281
96,0.7,0.1,12,done,2026-07-23T23:59:54.744
96,0.7,0.2,12,done,2026-07-23T23:59:56.214
96,0.7,0.3,12,done,2026-07-23T23:59:58.353
96,0.7,0.4,12,done,2026-07-24T00:00:00.831
128,0.7,0.0,12,done,2026-07-24T00:00:05.243
128,0.7,0.1,12,done,2026-07-24T00:00:08.676
128,0.7,0.2,12,done,2026-07-24T00:00:11.426
128,0.7,0.3,12,done,2026-07-24T00:00:14.870
128,0.7,0.4,12,done,2026-07-24T00:00:20.721
32,0.8,0.0,12,done,2026-07-24T00:00:20.728
32,0.8,0.1,12,done,2026-07-24T00:00:20.761
32,0.8,0.2,12,done,2026-07-24T00:00:20.767
32,0.8,0.3,12,done,2026-07-24T00:00:20.775
32,0.8,0.4,12,done,2026-07-24T00:00:21.044
48,0.8,0.0,12,done,2026-07-24T00:00:21.133
48,0.8,0.1,12,done,2026-07-24T00:00:21.318
48,0.8,0.2,12,done,2026-07-24T00:00:21.414
48,0.8,0.3,12,done,2026-07-24T00:00:21.509
48,0.8,0.4,12,done,2026-07-24T00:00:21.952
64,0.8,0.0,12,done,2026-07-24T00:00:22.440
64,0.8,0.1,12,done,2026-07-24T00:00:22.892
64,0.8,0.2,12,done,2026-07-24T00:00:23.622
64,0.8,0.3,12,done,2026-07-24T00:00:24.275
64,0.8,0.4,12,done,2026-07-24T00:00:24.880
