class_length,rho0,delta_lambda,trial,status,completed_at
128,0.8,0.2,5,done,2026-07-24T00:00:58.845
128,0.8,0.3,5,done,2026-07-24T00:01:03.119
128,0.8,0.4,5,done,2026-07-24T00:01:07.900
32,0.9,0.0,5,done,2026-07-24T00:01:07.918
32,0.9,0.1,5,done,2026-07-24T00:01:07.925
32,0.9,0.2,5,done,2026-07-24T00:01:07.935
32,0.9,0.3,5,done,2026-07-24T00:01:07.945
32,0.9,0.4,5,done,2026-07-24T00:01:07.964
48,0.9,0.0,5,done,2026-07-24T00:01:08.594
48,0.9,0.1,5,done,2026-07-24T00:01:08.671
48,0.9,0.2,5,done,2026-07-24T00:01:08.789
48,0.9,0.3,5,done,2026-07-24T00:01:09.202
48,0.9,0.4,5,done,2026-07-24T00:01:09.332
64,0.9,0.0,5,done,2026-07-24T00:01:09.745
64,0.9,0.1,5,done,2026-07-24T00:01:10.308
64,0.9,0.2,5,done,2026-07-24T00:01:11.757
64,0.9,0.3,5,done,2026-07-24T00:01:12.287
64,0.9,0.4,5,done,2026-07-24T00:01:14.142
96,0.9,0.0,5,done,2026-07-24T00:01:15.687
96,0.9,0.1,5,done,2026-07-24T00:01:17.991
96,0.9,0.2,5,done,2026-07-24T00:01:19.202
96,0.9,0.3,5,done,2026-07-24T00:01:20.305
96,0.9,0.4,5,done,2026-07-24T00:01:21.810
128,0.9,0.0,5,done,2026-07-24T00:01:25.562
128,0.9,0.1,5,done,2026-07-24T00:01:28.953
128,0.9,0.2,5,done,2026-07-24T00:01:31.160
128,0.9,0.3,5,done,2026-07-24T00:01:34.013
128,0.9,0.4,5,done,2026-07-24T00:01:42.061
32,1.0,0.0,5,done,2026-07-24T00:01:42.066
32,1.0,0.1,5,done,2026-07-24T00:01:42.079
32,1.0,0.2,5,done,2026-07-24T00:01:42.087
32,1.0,0.3,5,done,2026-07-24T00:01:42.096
32,1.0,0.4,5,done,2026-07-24T00:01:42.125
48,1.0,0.0,5,done,2026-07-24T00:01:42.220
48,1.0,0.1,5,done,2026-07-24T00:01:42.331
48,1.0,0.2,5,done,2026-07-24T00:01:42.440
48,1.0,0.3,5,done,2026-07-24T00:01:42.571
48,1.0,0.4,5,done,2026-07-24T00:01:42.854
64,1.0,0.0,5,done,2026-07-24T00:01:43.256
64,1.0,0.1,5,done,2026-07-24T00:01:44.575
64,1.0,0.2,5,done,2026-07-24T00:01:44.820
64,1.0,0.3,5,done,2026-07-24T00:01:45.502
64,1.0,0.4,5,done,2026-07-24T00:01:46.465
96,1.0,0.0,5,done,2026-07-24T00:01:49.736
96,1.0,0.1,5,done,2026-07-24T00:01:52.810
96,1.0,0.2,5,done,2026-07-24T00:01:55.261
96,1.0,0.3,5,done,2026-07-24T00:01:57.140
96,1.0,0.4,5,done,2026-07-24T00:01:59.146
128,1.0,0.0,5,done,2026-07-24T00:02:02.951
128,1.0,0.1,5,done,2026-07-24T00:02:06.464
128,1.0,0.2,5,done,2026-07-24T00:02:10.484
128,1.0,0.3,5,done,2026-07-24T00:02:12.209
128,1.0,0.4,5,done,2026-07-24T00:02:16.254
32,0.1,0.0,6,done,2026-07-23T23:44:54.304
32,0.1,0.1,6,done,2026-07-23T23:44:55.464
32,0.1,0.2,6,done,2026-07-23T23:44:57.074
32,0.1,0.3,6,done,2026-07-23T23:44:59.014
32,0.1,0.4,6,done,2026-07-23T23:45:03.188
48,0.1,0.0,6,done,2026-07-23T23:45:04.602
48,0.1,0.1,6,done,2026-07-23T23:45:06.484
48,0.1,0.2,6,done,2026-07-23T23:45:09.034
48,0.1,0.3,6,done,2026-07-23T23:45:12.283
48,0.1,0.4,6,done,2026-07-23T23:45:23.012
64,0.1,0.0,6,done,2026-07-23T23:45:27.139
64,0.1,0.1,6,done,2026-07-23T23:45:27.527
64,0.1,0.2,6,done,2026-07-23T23:45:31.013
64,0.1,0.3,6,done,2026-07-23T23:45:36.005
64,0.1,0.4,6,done,2026-07-23T23:45:36.815
96,0.1,0.0,6,done,2026-07-23T23:45:41.633
96,0.1,0.1,6,done,2026-07-23T23:45:46.728
96,0.1,0.2,6,done,2026-07-23T23:45:48.038
96,0.1,0.3,6,done,2026-07-23T23:46:00.786
96,0.1,0.4,6,done,2026-07-23T23:46:13.670
128,0.1,0.0,6,done,2026-07-23T23:46:15.691
128,0.1,0.1,6,done,2026-07-23T23:46:24.475
128,0.1,0.2,6,done,2026-07-23T23:46:27.123
128,0.1,0.3,6,done,2026-07-23T23:46:38.641
128,0.1,0.4,6,done,2026-07-23T23:46:59.129
32,0.2,0.0,6,done,2026-07-23T23:46:59.142
32,0.2,0.1,6,done,2026-07-23T23:46:59.510
32,0.2,0.2,6,done,2026-07-23T23:46:59.528
32,0.2,0.3,6,done,2026-07-23T23:46:59.551
32,0.2,0.4,6,done,2026-07-23T23:47:08.007
48,0.2,0.0,6,done,2026-07-23T23:47:08.172
48,0.2,0.1,6,done,2026-07-23T23:47:08.361
48,0.2,0.2,6,done,2026-07-23T23:47:08.780
48,0.2,0.3,6,done,2026-07-23T23:47:15.038
48,0.2,0.4,6,done,2026-07-23T23:47:21.429
64,0.2,0.0,6,done,2026-07-23T23:47:21.599
64,0.2,0.1,6,done,2026-07-23T23:47:21.696
64,0.2,0.2,6,done,2026-07-23T23:47:21.894
64,0.2,0.3,6,done,2026-07-23T23:47:22.286
64,0.2,0.4,6,done,2026-07-23T23:47:25.423
96,0.2,0.0,6,done,2026-07-23T23:47:25.600
96,0.2,0.1,6,done,2026-07-23T23:47:25.985
96,0.2,0.2,6,done,2026-07-23T23:47:26.674
96,0.2,0.3,6,done,2026-07-23T23:47:27.057
96,0.2,0.4,6,done,2026-07-23T23:47:31.262
128,0.2,0.0,6,done,2026-07-23T23:47:31.959
128,0.2,0.1,6,done,2026-07-23T23:47:35.956
128,0.2,0.2,6,done,2026-07-23T23:47:42.370
128,0.2,0.3,6,done,2026-07-23T23:47:43.492
128,0.2,0.4,6,done,2026-07-23T23:47:49.027
32,0.3,0.0,6,done,2026-07-23T23:47:49.035
32,0.3,0.1,6,done,2026-07-23T23:47:49.044
32,0.3,0.2,6,done,2026-07-23T23:47:49.061
32,0.3,0.3,6,done,2026-07-23T23:47:49.116
32,0.3,0.4,6,done,2026-07-23T23:47:52.569
48,0.3,0.0,6,done,2026-07-23T23:47:52.601
48,0.3,0.1,6,done,2026-07-23T23:47:52.664
48,0.3,0.2,6,done,2026-07-23T23:47:52.745
48,0.3,0.3,6,done,2026-07-23T23:47:52.812
48,0.3,0.4,6,done,2026-07-23T23:47:52.992
64,0.3,0.0,6,done,2026-07-23T23:47:53.131
64,0.3,0.1,6,done,2026-07-23T23:47:53.177
64,0.3,0.2,6,done,2026-07-23T23:47:57.255
64,0.3,0.3,6,done,2026-07-23T23:47:57.432
64,0.3,0.4,6,done,2026-07-23T23:47:57.810
96,0.3,0.0,6,done,2026-07-23T23:47:58.149
96,0.3,0.1,6,done,2026-07-23T23:47:58.633
96,0.3,0.2,6,done,2026-07-23T23:47:58.992
96,0.3,0.3,6,done,2026-07-23T23:47:59.694
96,0.3,0.4,6,done,2026-07-23T23:48:06.954
128,0.3,0.0,6,done,2026-07-23T23:48:08.010
128,0.3,0.1,6,done,2026-07-23T23:48:09.444
128,0.3,0.2,6,done,2026-07-23T23:48:10.883
128,0.3,0.3,6,done,2026-07-23T23:48:12.116
128,0.3,0.4,6,done,2026-07-23T23:48:17.461
32,0.4,0.0,6,done,2026-07-23T23:48:17.473
32,0.4,0.1,6,done,2026-07-23T23:48:17.525
32,0.4,0.2,6,done,2026-07-23T23:48:17.539
32,0.4,0.3,6,done,2026-07-23T23:48:17.558
32,0.4,0.4,6,done,2026-07-23T23:48:21.059
48,0.4,0.0,6,done,2026-07-23T23:48:21.080
48,0.4,0.1,6,done,2026-07-23T23:48:21.120
48,0.4,0.2,6,done,2026-07-23T23:48:21.144
48,0.4,0.3,6,done,2026-07-23T23:48:21.193
48,0.4,0.4,6,done,2026-07-23T23:48:21.262
64,0.4,0.0,6,done,2026-07-23T23:48:21.310
64,0.4,0.1,6,done,2026-07-23T23:48:21.368
64,0.4,0.2,6,done,2026-07-23T23:48:21.421
64,0.4,0.3,6,done,2026-07-23T23:48:21.573
64,0.4,0.4,6,done,2026-07-23T23:48:21.769
96,0.4,0.0,6,done,2026-07-23T23:48:22.110
96,0.4,0.1,6,done,2026-07-23T23:48:22.225
96,0.4,0.2,6,done,2026-07-23T23:48:22.440
96,0.4,0.3,6,done,2026-07-23T23:48:22.781
96,0.4,0.4,6,done,2026-07-23T23:48:23.130
128,0.4,0.0,6,done,2026-07-23T23:48:23.513
128,0.4,0.1,6,done,2026-07-23T23:48:24.129
128,0.4,0.2,6,done,2026-07-23T23:48:24.984
128,0.4,0.3,6,done,2026-07-23T23:48:26.936
128,0.4,0.4,6,done,2026-07-23T23:48:28.801
32,0.5,0.0,6,done,2026-07-23T23:48:28.806
32,0.5,0.1,6,done,2026-07-23T23:48:28.836
32,0.5,0.2,6,done,2026-07-23T23:48:28.846
32,0.5,0.3,6,done,2026-07-23T23:48:28.925
32,0.5,0.4,6,done,2026-07-23T23:48:28.955
48,0.5,0.0,6,done,2026-07-23T23:48:29.008
48,0.5,0.1,6,done,2026-07-23T23:48:29.069
48,0.5,0.2,6,done,2026-07-23T23:48:29.132
48,0.5,0.3,6,done,2026-07-23T23:48:29.177
48,0.5,0.4,6,done,2026-07-23T23:48:34.493
64,0.5,0.0,6,done,2026-07-23T23:48:34.624
64,0.5,0.1,6,done,2026-07-23T23:48:34.786
64,0.5,0.2,6,done,2026-07-23T23:48:35.178
64,0.5,0.3,6,done,2026-07-23T23:48:35.373
64,0.5,0.4,6,done,2026-07-23T23:48:35.823
96,0.5,0.0,6,done,2026-07-23T23:48:36.117
96,0.5,0.1,6,done,2026-07-23T23:48:36.610
96,0.5,0.2,6,done,2026-07-23T23:48:37.404
96,0.5,0.3,6,done,2026-07-23T23:48:38.784
96,0.5,0.4,6,done,2026-07-23T23:48:40.187
128,0.5,0.0,6,done,2026-07-23T23:48:42.330
128,0.5,0.1,6,done,2026-07-23T23:48:44.224
128,0.5,0.2,6,done,2026-07-23T23:48:47.490
128,0.5,0.3,6,done,2026-07-23T23:48:51.380
128,0.5,0.4,6,done,2026-07-23T23:48:58.418
32,0.6,0.0,6,done,2026-07-23T23:48:58.425
32,0.6,0.1,6,done,2026-07-23T23:48:58.434
32,0.6,0.2,6,done,2026-07-23T23:48:58.456
32,0.6,0.3,6,done,2026-07-23T23:48:58.470
32,0.6,0.4,6,done,2026-07-23T23:48:58.491
48,0.6,0.0,6,done,2026-07-23T23:48:58.666
48,0.6,0.1,6,done,2026-07-23T23:48:58.958
48,0.6,0.2,6,done,2026-07-23T23:48:59.075
48,0.6,0.3,6,done,2026-07-23T23:48:59.220
48,0.6,0.4,6,done,2026-07-23T23:49:06.371
64,0.6,0.0,6,done,2026-07-23T23:49:06.534
64,0.6,0.1,6,done,2026-07-23T23:49:06.647
64,0.6,0.2,6,done,2026-07-23T23:49:06.702
64,0.6,0.3,6,done,2026-07-23T23:49:06.860
64,0.6,0.4,6,done,2026-07-23T23:49:07.184
96,0.6,0.0,6,done,2026-07-23T23:49:07.720
96,0.6,0.1,6,done,2026-07-23T23:49:08.553
96,0.6,0.2,6,done,2026-07-23T23:49:09.299
96,0.6,0.3,6,done,2026-07-23T23:49:10.805
96,0.6,0.4,6,done,2026-07-23T23:49:12.595
128,0.6,0.0,6,done,2026-07-23T23:49:16.028
128,0.6,0.1,6,done,2026-07-23T23:49:17.891
128,0.6,0.2,6,done,2026-07-23T23:49:20.269
128,0.6,0.3,6,done,2026-07-23T23:49:23.024
128,0.6,0.4,6,done,2026-07-23T23:49:35.620
32,0.7,0.0,6,done,2026-07-23T23:49:35.628
32,0.7,0.1,6,done,2026-07-23T23:49:35.643
32,0.7,0.2,6,done,2026-07-23T23:49:35.656
32,0.7,0.3,6,done,2026-07-23T23:49:35.670
32,0.7,0.4,6,done,2026-07-23T23:49:35.717
48,0.7,0.0,6,done,2026-07-23T23:49:35.891
48,0.7,0.1,6,done,2026-07-23T23:49:35.912
48,0.7,0.2,6,done,2026-07-23T23:49:35.937
48,0.7,0.3,6,done,2026-07-23T23:49:35.986
48,0.7,0.4,6,done,2026-07-23T23:49:36.053
64,0.7,0.0,6,done,2026-07-23T23:49:36.489
64,0.7,0.1,6,done,2026-07-23T23:49:36.657
64,0.7,0.2,6,done,2026-07-23T23:49:36.745
64,0.7,0.3,6,done,2026-07-23T23:49:36.883
64,0.7,0.4,6,done,2026-07-23T23:49:37.241
96,0.7,0.0,6,done,2026-07-23T23:49:38.042
96,0.7,0.1,6,done,2026-07-23T23:49:38.971
96,0.7,0.2,6,done,2026-07-23T23:49:40.253
96,0.7,0.3,6,done,2026-07-23T23:49:42.216
96,0.7,0.4,6,done,2026-07-23T23:49:43.180
128,0.7,0.0,6,done,2026-07-23T23:49:45.314
128,0.7,0.1,6,done,2026-07-23T23:49:47.694
128,0.7,0.2,6,done,2026-07-23T23:49:49.348
128,0.7,0.3,6,done,2026-07-23T23:49:51.638
128,0.7,0.4,6,done,2026-07-23T23:49:54.407
32,0.8,0.0,6,done,2026-07-23T23:49:54.415
32,0.8,0.1,6,done,2026-07-23T23:49:54.424
32,0.8,0.2,6,done,2026-07-23T23:49:54.453
32,0.8,0.3,6,done,2026-07-23T23:49:54.461
32,0.8,0.4,6,done,2026-07-23T23:49:54.483
48,0.8,0.0,6,done,2026-07-23T23:49:54.544
48,0.8,0.1,6,done,2026-07-23T23:49:54.590
48,0.8,0.2,6,done,2026-07-23T23:49:54.678
48,0.8,0.3,6,done,2026-07-23T23:49:55.143
48,0.8,0.4,6,done,2026-07-23T23:49:55.243
64,0.8,0.0,6,done,2026-07-23T23:49:55.270
64,0.8,0.1,6,done,2026-07-23T23:49:55.518
64,0.8,0.2,6,done,2026-07-23T23:49:55.717
64,0.8,0.3,6,done,2026-07-23T23:49:56.051
64,0.8,0.4,6,done,2026-07-23T23:49:56.201
96,0.8,0.0,6,done,2026-07-23T23:49:57.067
96,0.8,0.1,6,done,2026-07-23T23:49:58.136
96,0.8,0.2,6,done,2026-07-23T23:50:00.870
96,0.8,0.3,6,done,2026-07-23T23:50:02.576
96,0.8,0.4,6,done,2026-07-23T23:50:04.109
128,0.8,0.0,6,done,2026-07-23T23:50:09.447
128,0.8,0.1,6,done,2026-07-23T23:50:14.073
128,0.8,0.2,6,done,2026-07-23T23:50:19.951
128,0.8,0.3,6,done,2026-07-23T23:50:25.941
128,0.8,0.4,6,done,2026-07-23T23:50:30.895
32,0.9,0.0,6,done,2026-07-23T23:50:30.903
32,0.9,0.1,6,done,2026-07-23T23:50:30.910
32,0.9,0.2,6,done,2026-07-23T23:50:30.917
32,0.9,0.3,6,done,2026-07-23T23:50:30.927
32,0.9,0.4,6,done,2026-07-23T23:50:30.946
48,0.9,0.0,6,done,2026-07-23T23:50:31.019
48,0.9,0.1,6,done,2026-07-23T23:50:31.060
48,0.9,0.2,6,done,2026-07-23T23:50:31.397
48,0.9,0.3,6,done,2026-07-23T23:50:31.453
48,0.9,0.4,6,done,2026-07-23T23:50:31.484
64,0.9,0.0,6,done,2026-07-23T23:50:31.561
64,0.9,0.1,6,done,2026-07-23T23:50:31.634
64,0.9,0.2,6,done,2026-07-23T23:50:31.961
64,0.9,0.3,6,done,2026-07-23T23:50:32.020
64,0.9,0.4,6,done,2026-07-23T23:50:32.147
96,0.9,0.0,6,done,2026-07-23T23:50:32.317
96,0.9,0.1,6,done,2026-07-23T23:50:32.869
96,0.9,0.2,6,done,2026-07-23T23:50:33.254
96,0.9,0.3,6,done,2026-07-23T23:50:34.003
96,0.9,0.4,6,done,2026-07-23T23:50:35.517
128,0.9,0.0,6,done,2026-07-23T23:50:37.179
128,0.9,0.1,6,done,2026-07-23T23:50:40.401
128,0.9,0.2,6,done,2026-07-23T23:50:44.152
128,0.9,0.3,6,done,2026-07-23T23:50:49.427
128,0.9,0.4,6,done,2026-07-23T23:50:55.368
32,1.0,0.0,6,done,2026-07-23T23:50:55.375
32,1.0,0.1,6,done,2026-07-23T23:50:55.383
32,1.0,0.2,6,done,2026-07-23T23:50:55.393
32,1.0,0.3,6,done,2026-07-23T23:50:55.408
32,1.0,0.4,6,done,2026-07-23T23:50:55.419
48,1.0,0.0,6,done,2026-07-23T23:50:55.670
48,1.0,0.1,6,done,2026-07-23T23:50:57.176
48,1.0,0.2,6,done,2026-07-23T23:50:57.386
48,1.0,0.3,6,done,2026-07-23T23:50:57.630
48,1.0,0.4,6,done,2026-07-23T23:50:57.909
64,1.0,0.0,6,done,2026-07-23T23:50:58.482
64,1.0,0.1,6,done,2026-07-23T23:50:58.667
64,1.0,0.2,6,done,2026-07-23T23:51:00.137
64,1.0,0.3,6,done,2026-07-23T23:51:00.434
64,1.0,0.4,6,done,2026-07-23T23:51:00.909
96,1.0,0.0,6,done,2026-07-23T23:51:02.809
96,1.0,0.1,6,done,2026-07-23T23:51:04.135
96,1.0,0.2,6,done,2026-07-23T23:51:04.984
96,1.0,0.3,6,done,2026-07-23T23:51:06.211
96,1.0,0.4,6,done,2026-07-23T23:51:07.356
128,1.0,0.0,6,done,2026-07-23T23:51:08.654
128,1.0,0.1,6,done,2026-07-23T23:51:10.339
128,1.0,0.2,6,done,2026-07-23T23:51:12.138
128,1.0,0.3,6,done,2026-07-23T23:51:15.047
128,1.0,0.4,6,done,2026-07-23T23:51:17.747
32,0.1,0.0,7,done,2026-07-23T23:51:17.812
32,0.1,0.1,7,done,2026-07-23T23:51:17.841
32,0.1,0.2,7,done,2026-07-23T23:51:17.903
32,0.1,0.3,7,done,2026-07-23T23:51:26.344
32,0.1,0.4,7,done,2026-07-23T23:51:36.505
48,0.1,0.0,7,done,2026-07-23T23:51:36.838
48,0.1,0.1,7,done,2026-07-23T23:51:37.023
48,0.1,0.2,7,done,2026-07-23T23:51:38.279
48,0.1,0.3,7,done,2026-07-23T23:51:38.645
48,0.1,0.4,7,done,2026-07-23T23:51:52.118
64,0.1,0.0,7,done,2026-07-23T23:51:52.422
64,0.1,0.1,7,done,2026-07-23T23:51:53.133
64,0.1,0.2,7,done,2026-07-23T23:51:54.125
64,0.1,0.3,7,done,2026-07-23T23:52:03.459
64,0.1,0.4,7,done,2026-07-23T23:52:22.371
96,0.1,0.0,7,done,2026-07-23T23:52:25.350
96,0.1,0.1,7,done,2026-07-23T23:52:26.967
96,0.1,0.2,7,done,2026-07-23T23:52:42.710
96,0.1,0.3,7,done,2026-07-23T23:53:06.506
96,0.1,0.4,7,done,2026-07-23T23:53:42.708
128,0.1,0.0,7,done,2026-07-23T23:53:47.714
128,0.1,0.1,7,done,2026-07-23T23:54:03.709
128,0.1,0.2,7,done,2026-07-23T23:54:09.572
128,0.1,0.3,7,done,2026-07-23T23:54:27.208
128,0.1,0.4,7,done,2026-07-23T23:54:48.779
32,0.2,0.0,7,done,2026-07-23T23:54:48.791
32,0.2,0.1,7,done,2026-07-23T23:54:48.804
32,0.2,0.2,7,done,2026-07-23T23:54:49.175
32,0.2,0.3,7,done,2026-07-23T23:54:49.201
32,0.2,0.4,7,done,2026-07-23T23:54:56.407
48,0.2,0.0,7,done,2026-07-23T23:54:56.463
48,0.2,0.1,7,done,2026-07-23T23:54:56.512
48,0.2,0.2,7,done,2026-07-23T23:54:56.581
48,0.2,0.3,7,done,2026-07-23T23:54:56.709
48,0.2,0.4,7,done,2026-07-23T23:54:57.032
64,0.2,0.0,7,done,2026-07-23T23:54:57.285
64,0.2,0.1,7,done,2026-07-23T23:54:57.538
64,0.2,0.2,7,done,2026-07-23T23:54:57.871
64,0.2,0.3,7,done,2026-07-23T23:54:58.204
64,0.2,0.4,7,done,2026-07-23T23:54:58.763
96,0.2,0.0,7,done,2026-07-23T23:54:59.779
96,0.2,0.1,7,done,2026-07-23T23:55:00.221
96,0.2,0.2,7,done,2026-07-23T23:55:01.176
96,0.2,0.3,7,done,2026-07-23T23:55:02.094
96,0.2,0.4,7,done,2026-07-23T23:55:08.896
128,0.2,0.0,7,done,2026-07-23T23:55:10.702
128,0.2,0.1,7,done,2026-07-23T23:55:12.776
128,0.2,0.2,7,done,2026-07-23T23:55:15.257
128,0.2,0.3,7,done,2026-07-23T23:55:17.633
128,0.2,0.4,7,done,2026-07-23T23:55:27.212
32,0.3,0.0,7,done,2026-07-23T23:55:27.227
32,0.3,0.1,7,done,2026-07-23T23:55:27.249
32,0.3,0.2,7,done,2026-07-23T23:55:27.275
32,0.3,0.3,7,done,2026-07-23T23:55:27.306
32,0.3,0.4,7,done,2026-07-23T23:55:27.733
48,0.3,0.0,7,done,2026-07-23T23:55:27.838
48,0.3,0.1,7,done,2026-07-23T23:55:27.912
48,0.3,0.2,7,done,2026-07-23T23:55:27.988
48,0.3,0.3,7,done,2026-07-23T23:55:41.693
48,0.3,0.4,7,done,2026-07-23T23:55:42.239
64,0.3,0.0,7,done,2026-07-23T23:55:42.352
64,0.3,0.1,7,done,2026-07-23T23:55:42.447
64,0.3,0.2,7,done,2026-07-23T23:55:42.545
64,0.3,0.3,7,done,2026-07-23T23:55:42.703
64,0.3,0.4,7,done,2026-07-23T23:55:42.892
96,0.3,0.0,7,done,2026-07-23T23:55:43.998
96,0.3,0.1,7,done,2026-07-23T23:55:45.393
96,0.3,0.2,7,done,2026-07-23T23:55:47.104
96,0.3,0.3,7,done,2026-07-23T23:55:49.489
96,0.3,0.4,7,done,2026-07-23T23:55:51.208
128,0.3,0.0,7,done,2026-07-23T23:55:54.750
128,0.3,0.1,7,done,2026-07-23T23:55:57.202
128,0.3,0.2,7,done,2026-07-23T23:55:59.408
128,0.3,0.3,7,done,2026-07-23T23:56:03.050
128,0.3,0.4,7,done,2026-07-23T23:56:08.246
32,0.4,0.0,7,done,2026-07-23T23:56:08.254
32,0.4,0.1,7,done,2026-07-23T23:56:08.298
32,0.4,0.2,7,done,2026-07-23T23:56:08.309
32,0.4,0.3,7,done,2026-07-23T23:56:08.328
32,0.4,0.4,7,done,2026-07-23T23:56:08.493
48,0.4,0.0,7,done,2026-07-23T23:56:08.552
48,0.4,0.1,7,done,2026-07-23T23:56:08.597
48,0.4,0.2,7,done,2026-07-23T23:56:08.702
48,0.4,0.3,7,done,2026-07-23T23:56:08.751
48,0.4,0.4,7,done,2026-07-23T23:56:08.865
64,0.4,0.0,7,done,2026-07-23T23:56:08.931
64,0.4,0.1,7,done,2026-07-23T23:56:08.985
64,0.4,0.2,7,done,2026-07-23T23:56:09.076
64,0.4,0.3,7,done,2026-07-23T23:56:09.221
64,0.4,0.4,7,done,2026-07-23T23:56:19.669
96,0.4,0.0,7,done,2026-07-23T23:56:21.018
96,0.4,0.1,7,done,2026-07-23T23:56:22.035
96,0.4,0.2,7,done,2026-07-23T23:56:23.693
96,0.4,0.3,7,done,2026-07-23T23:56:25.532
96,0.4,0.4,7,done,2026-07-23T23:56:26.825
128,0.4,0.0,7,done,2026-07-23T23:56:29.193
128,0.4,0.1,7,done,2026-07-23T23:56:31.977
128,0.4,0.2,7,done,2026-07-23T23:56:34.765
128,0.4,0.3,7,done,2026-07-23T23:56:38.362
128,0.4,0.4,7,done,2026-07-23T23:56:43.305
32,0.5,0.0,7,done,2026-07-23T23:56:43.312
32,0.5,0.1,7,done,2026-07-23T23:56:43.333
32,0.5,0.2,7,done,2026-07-23T23:56:43.340
32,0.5,0.3,7,done,2026-07-23T23:56:43.352
32,0.5,0.4,7,done,2026-07-23T23:56:43.392
48,0.5,0.0,7,done,2026-07-23T23:56:43.720
48,0.5,0.1,7,done,2026-07-23T23:56:43.842
48,0.5,0.2,7,done,2026-07-23T23:56:44.090
48,0.5,0.3,7,done,2026-07-23T23:56:44.317
48,0.5,0.4,7,done,2026-07-23T23:56:44.576
64,0.5,0.0,7,done,2026-07-23T23:56:45.641
64,0.5,0.1,7,done,2026-07-23T23:56:46.966
64,0.5,0.2,7,done,2026-07-23T23:56:47.445
64,0.5,0.3,7,done,2026-07-23T23:56:47.881
64,0.5,0.4,7,done,2026-07-23T23:56:49.323
96,0.5,0.0,7,done,2026-07-23T23:56:50.905
96,0.5,0.1,7,done,2026-07-23T23:56:53.586
96,0.5,0.2,7,done,2026-07-23T23:56:54.883
96,0.5,0.3,7,done,2026-07-23T23:56:55.656
96,0.5,0.4,7,done,2026-07-23T23:56:57.537
128,0.5,0.0,7,done,2026-07-23T23:56:59.453
128,0.5,0.1,7,done,2026-07-23T23:57:02.473
128,0.5,0.2,7,done,2026-07-23T23:57:07.354
128,0.5,0.3,7,done,2026-07-23T23:57:11.262
128,0.5,0.4,7,done,2026-07-23T23:57:17.168
32,0.6,0.0,7,done,2026-07-23T23:57:17.181
32,0.6,0.1,7,done,2026-07-23T23:57:17.195
32,0.6,0.2,7,done,2026-07-23T23:57:17.211
32,0.6,0.3,7,done,2026-07-23T23:57:17.227
32,0.6,0.4,7,done,2026-07-23T23:57:17.253
48,0.6,0.0,7,done,2026-07-23T23:57:17.418
48,0.6,0.1,7,done,2026-07-23T23:57:17.619
48,0.6,0.2,7,done,2026-07-23T23:57:18.176
48,0.6,0.3,7,done,2026-07-23T23:57:18.408
48,0.6,0.4,7,done,2026-07-23T23:57:18.647
64,0.6,0.0,7,done,2026-07-23T23:57:19.662
64,0.6,0.1,7,done,2026-07-23T23:57:20.848
64,0.6,0.2,7,done,2026-07-23T23:57:21.402
64,0.6,0.3,7,done,2026-07-23T23:57:22.408
64,0.6,0.4,7,done,2026-07-23T23:57:23.285
96,0.6,0.0,7,done,2026-07-23T23:57:25.467
96,0.6,0.1,7,done,2026-07-23T23:57:26.236
96,0.6,0.2,7,done,2026-07-23T23:57:26.824
96,0.6,0.3,7,done,2026-07-23T23:57:27.751
96,0.6,0.4,7,done,2026-07-23T23:57:29.394
128,0.6,0.0,7,done,2026-07-23T23:57:32.794
128,0.6,0.1,7,done,2026-07-23T23:57:37.388
128,0.6,0.2,7,done,2026-07-23T23:57:40.498
128,0.6,0.3,7,done,2026-07-23T23:57:43.971
128,0.6,0.4,7,done,2026-07-23T23:57:50.847
32,0.7,0.0,7,done,2026-07-23T23:57:50.857
32,0.7,0.1,7,done,2026-07-23T23:57:50.871
32,0.7,0.2,7,done,2026-07-23T23:57:50.881
32,0.7,0.3,7,done,2026-07-23T23:57:50.897
32,0.7,0.4,7,done,2026-07-23T23:57:50.931
48,0.7,0.0,7,done,2026-07-23T23:57:51.231
48,0.7,0.1,7,done,2026-07-23T23:57:51.531
48,0.7,0.2,7,done,2026-07-23T23:57:51.859
48,0.7,0.3,7,done,2026-07-23T23:57:52.419
48,0.7,0.4,7,done,2026-07-23T23:57:53.041
64,0.7,0.0,7,done,2026-07-23T23:57:54.432
64,0.7,0.1,7,done,2026-07-23T23:57:54.953
64,0.7,0.2,7,done,2026-07-23T23:57:55.571
64,0.7,0.3,7,done,2026-07-23T23:57:56.242
64,0.7,0.4,7,done,2026-07-23T23:57:58.419
96,0.7,0.0,7,done,2026-07-23T23:57:59.970
96,0.7,0.1,7,done,2026-07-23T23:58:01.817
96,0.7,0.2,7,done,2026-07-23T23:58:05.809
96,0.7,0.3,7,done,2026-07-23T23:58:07.742
96,0.7,0.4,7,done,2026-07-23T23:58:09.426
128,0.7,0.0,7,done,2026-07-23T23:58:12.158
128,0.7,0.1,7,done,2026-07-23T23:58:16.416
128,0.7,0.2,7,done,2026-07-23T23:58:21.944
128,0.7,0.3,7,done,2026-07-23T23:58:25.166
128,0.7,0.4,7,done,2026-07-23T23:58:29.643
32,0.8,0.0,7,done,2026-07-23T23:58:29.648
32,0.8,0.1,7,done,2026-07-23T23:58:29.655
32,0.8,0.2,7,done,2026-07-23T23:58:29.663
