learned_per_gen,power_fit,polynomial_fit
4,5.079683735216531,-9.464646464646771
24,2.2970434679411134,16.14429551929631
69,,-5.5122863247866025
142,,3.522176897176929
241,,-0.2151806526806539
363,,
514,,
692,,
865,,
973,,
1017,,
1024,,
