learned_per_gen,power_fit
0.00043402777777777775,4.643078443631166e-5
0.0005425347222222222,2.2852708120121656
0.0007595486111111111,
0.0010850694444444445,
0.001736111111111111,
0.002495659722222222,
0.003689236111111111,
0.0048828125,
0.006293402777777778,
0.008138020833333334,
0.010850694444444444,
0.013129340277777778,
0.016167534722222224,
0.019639756944444444,
0.022786458333333332,
0.025933159722222224,
0.029188368055555556,
0.03298611111111111,
0.03732638888888889,
0.04210069444444445,
0.046875,
0.052408854166666664,
0.058159722222222224,
0.06260850694444445,
0.06901041666666667,
0.07671440972222222,
0.0837673611111111,
0.09147135416666667,
0.099609375,
0.10883246527777778,
0.11805555555555555,
0.12803819444444445,
0.1391059027777778,
0.14930555555555555,
0.1599392361111111,
0.1711154513888889,
0.18131510416666666,
0.19325086805555555,
0.2048611111111111,
0.2162543402777778,
0.228515625,
0.2414279513888889,
0.25390625,
0.2646484375,
0.2766927083333333,
0.2898220486111111,
0.3046875,
0.3194444444444444,
0.3342013888888889,
0.3498263888888889,
0.365234375,
0.3806423611111111,
0.3957248263888889,
0.4134114583333333,
0.4312065972222222,
0.4478081597222222,
0.4653862847222222,
0.4835069444444444,
0.5027126736111112,
0.5225694444444444,
0.5423177083333334,
0.5593532986111112,
0.578125,
0.5959201388888888,
0.6149088541666666,
0.6357421875,
0.6587456597222222,
0.6821831597222222,
0.7064887152777778,
0.7277560763888888,
0.7511935763888888,
0.7762586805555556,
0.8004557291666666,
0.8224826388888888,
0.8415798611111112,
0.8600260416666666,
0.8780381944444444,
0.8940972222222222,
0.9065755208333334,
0.9169921875,
0.9281684027777778,
0.9377170138888888,
0.9467230902777778,
0.9546440972222222,
0.9621310763888888,
0.9685329861111112,
0.9734157986111112,
0.9778645833333334,
0.9832899305555556,
0.9873046875,
0.9905598958333334,
0.994140625,
0.9967447916666666,
0.9982638888888888,
0.9995659722222222,
0.9998914930555556,
1.0,
