learned_per_gen,power_fit,polynomial_fit
4,3.816595725871324,-54.07189542484048
14,1.991454420080672,54.25510653490707
32,,-10.823034915720985
61,,1.4154379189209128
95,,-0.044088329111549446
138,,
187,,
241,,
308,,
383,,
466,,
558,,
654,,
758,,
874,,
991,,
1018,,
1024,,
