learned_per_gen,power_fit,polynomial_fit
4,4.886027382494837,-445.64265142218943
15,2.278236432306947,231.9143641707144
53,,-22.77718546919204
105,,1.7619506097346862
199,,-0.0268050229030675
325,,
465,,
639,,
828,,
1062,,
1329,,
1608,,
1915,,
2274,,
2664,,
3067,,
3498,,
3959,,
4428,,
4955,,
5509,,
6072,,
6673,,
7320,,
7994,,
8699,,
9416,,
10152,,
10935,,
11750,,
12567,,
13445,,
14266,,
14918,,
15361,,
15712,,
15964,,
16143,,
16273,,
16337,,
16373,,
16384,,
