learned_per_gen,power_fit,polynomial_fit
4,5.768379779184047,-17.7575757575789
32,2.3447901454525635,29.029331779335937
91,,-11.165792540793952
177,,5.366938616938792
299,,-0.3470279720279792
455,,
636,,
848,,
989,,
1022,,
1024,,
