learned_per_gen,power_fit
0.0,0.12645143980931806
0.04975556762629006,0.4691450693769194
0.09473112438891906,
0.13938077131993482,
0.1815317762085823,
0.2175991309071157,
0.2538837588267246,
0.28517110266159695,
0.31591526344378057,
0.34263986963606735,
0.3691472026072787,
0.3933731667571972,
0.4162954915806627,
0.4371537208039109,
0.46311787072243343,
0.48332428028245517,
0.5008147745790331,
0.5200434546442151,
0.537968495382944,
0.553286257468767,
0.5665399239543726,
0.5801195002715915,
0.5923954372623574,
0.6058663769690386,
0.6181423139598045,
0.6287887017925041,
0.6375882672460619,
0.6500814774579033,
0.6589896795219989,
0.669418794133623,
0.6783269961977186,
0.6881042911461163,
0.6960347637153721,
0.7037479630635524,
0.710483432916893,
0.7183052688756111,
0.7258011950027159,
0.7325366648560565,
0.7395980445410103,
0.7456816947311243,
0.7518739815317762,
0.7574144486692015,
0.7642585551330798,
0.769907658881043,
0.7757740358500814,
0.7803367734926671,
0.785551330798479,
0.7900054318305268,
0.7951113525258012,
0.799130907115698,
0.8027159152634438,
0.8072786529060293,
0.8117327539380771,
0.8148832156436719,
0.8194459532862575,
0.8245518739815317,
0.8273764258555133,
0.8315046170559478,
0.8350896252036937,
0.8385659967409017,
0.8412819120043454,
0.844541010320478,
0.8479087452471483,
0.8520369364475828,
0.8551873981531776,
0.8584464964693101,
0.8621401412275937,
0.8649646931015752,
0.8685497012493211,
0.8722433460076046,
0.8740901683867464,
0.8773492667028788,
0.8796306355241716,
0.8822379141770776,
0.8844106463878327,
0.8853883758826725,
0.888212927756654,
0.8896252036936447,
0.8924497555676263,
0.8961434003259098,
0.8976643128734384,
0.9007061379684954,
0.9033134166214014,
0.9046170559478545,
0.906572514937534,
0.90917979359044,
0.911352525801195,
0.9129820749592613,
0.9138511678435632,
0.915697990222705,
0.9175448126018468,
0.9186311787072243,
0.9205866376969039,
0.9226507332971211,
0.9237370994024986,
0.9246061922868006,
0.9261271048343291,
0.9278652906029332,
0.9291689299293862,
0.9299293862031505,
0.9316675719717544,
0.9334057577403585,
0.9343834872351983,
0.9361216730038023,
0.9373166757197176,
0.9387289516567083,
0.9400325909831613,
0.9413362303096143,
0.9425312330255297,
0.9442694187941336,
0.9452471482889734,
0.9462248777838131,
0.9473112438891906,
0.9483976099945681,
0.948940793047257,
0.9499185225420966,
0.951113525258012,
0.9528517110266159,
0.9532862574687669,
0.9543726235741445,
0.9552417164584465,
0.9560021727322108,
0.9569799022270505,
0.9579576317218903,
